row_num,date,kot,season,round_type,round,home_team,home_team_city,away_team,away_team_city,referee,attendance,home_score,away_score,home_won,away_won,draw,home_pos_b4_game,away_pos_b4_game,underdog,home_position,away_position,kot_15_16,kot_16_17,kot_17_18,kot_18_19,kot_19_20,kot_20_21,kot_21_22,kot_22_23,derby,while_world_cup,while_champion_league,while_european_games,home_promoted,home_league_pts,home_is_relegated,home_is_champion,away_promoted,away_league_pts,away_is_relegated,away_is_champion,game_stadium,capacity,att_ratio,ln(attendance),ln(capacity),built_in,stadium_age,stadium_age_squared,home_team_stadium,away_team_stadium,distance_in_km,home_key,away_key
168,02/03/2013,15:00,2012,Regular Season,25,Bnei Yehuda Tel Aviv,Tel Aviv,Hapoel Beer Sheva,Be'er Sheva,Alon Yefet,3000,1,0,1,0,0,5,9,Hapoel Beer Sheva,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,38,,,0,30,,,Bloomfield,29400,0.102040816,8.006367568,10.28874995,1962,51,2601,Bloomfield,Vasermil,88.50381649,2012 - Regular Season - 25 - Bnei Yehuda Tel Aviv,2012 - Regular Season - 25 - Hapoel Beer Sheva
169,02/03/2013,17:15,2012,Regular Season,25,Ihud Bnei Sakhnin,Sakhnin,Maccabi Tel Aviv,Tel Aviv,Ziv Adler,3000,0,3,0,1,0,11,1,Ihud Bnei Sakhnin,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,26,,,0,56,,,Doha,8500,0.352941176,8.006367568,9.047821442,2006,7,49,Doha,Bloomfield,104.0887237,2012 - Regular Season - 25 - Ihud Bnei Sakhnin,2012 - Regular Season - 25 - Maccabi Tel Aviv
170,02/03/2013,18:00,2012,Regular Season,25,Hapoel Ramat haSharon,Ramat HaSharon,Ironi Kiryat Shmona,Kiryat Shmona,Guy Berger,500,0,1,0,1,0,6,4,Hapoel Ramat haSharon,6,4,0,0,0,1,0,0,0,0,0,0,0,0,0,34,,,0,40,,,Grundman,4700,0.106382979,6.214608098,8.455317788,1998,15,225,Grundman,Kiryat Shmona Municipal,137.3092074,2012 - Regular Season - 25 - Hapoel Ramat haSharon,2012 - Regular Season - 25 - Ironi Kiryat Shmona
171,02/03/2013,18:00,2012,Regular Season,25,Hapoel Ramat Gan,Ramat Gan,Hapoel Acre,Acre,Menashe Masiah,1100,1,2,0,1,0,12,14,Hapoel Acre,12,14,0,0,0,1,0,0,0,0,0,0,0,0,1,25,,,0,23,,,Ramat Gan,41583,0.026453118,7.003065459,10.63544671,1950,63,3969,Ramat Gan,Giv'at Napoleon,92.83911608,2012 - Regular Season - 25 - Hapoel Ramat Gan,2012 - Regular Season - 25 - Hapoel Acre
172,02/03/2013,19:30,2012,Regular Season,25,Hapoel Tel Aviv,Tel Aviv,FC Ashdod,Ashdod,Liran Liany,6500,1,1,0,0,1,3,8,FC Ashdod,3,8,0,0,0,0,1,0,0,0,0,0,0,0,0,41,,,0,32,,,Bloomfield,29400,0.221088435,8.779557456,10.28874995,1962,51,2601,Bloomfield,Yud-Alef,28.81191668,2012 - Regular Season - 25 - Hapoel Tel Aviv,2012 - Regular Season - 25 - FC Ashdod
173,03/03/2013,20:15,2012,Regular Season,25,Beitar Jerusalem,Jerusalem,Maccabi Netanya,Netanya,Orel Grinfeld,4500,1,1,0,0,1,7,10,Maccabi Netanya,7,10,0,0,0,0,0,1,0,0,0,0,0,0,0,33,,,0,27,,,Teddy,31733,0.141808212,8.411832676,10.36511243,1990,23,529,Teddy,Netanya,67.68303794,2012 - Regular Season - 25 - Beitar Jerusalem,2012 - Regular Season - 25 - Maccabi Netanya
174,04/03/2013,20:50,2012,Regular Season,25,Maccabi Haifa,Haifa,Hapoel Haifa,Haifa,Daniel Bar Natan,12000,1,1,0,0,1,2,13,Hapoel Haifa,2,13,0,0,0,0,0,1,0,0,1,0,0,0,0,46,,,0,25,,,Kiryat Eliezer,14000,0.857142857,9.392661929,9.546812609,1955,58,3364,Kiryat Eliezer,Kiryat Eliezer,0,2012 - Regular Season - 25 - Maccabi Haifa,2012 - Regular Season - 25 - Hapoel Haifa
175,09/03/2013,17:00,2012,Regular Season,26,Hapoel Acre,Acre,Hapoel Tel Aviv,Tel Aviv,Shay Shitrit,2000,0,0,0,0,1,14,3,Hapoel Acre,14,4,0,0,1,0,0,0,0,0,0,0,0,0,0,24,,,0,42,,,Giv'at Napoleon,5000,0.4,7.60090246,8.517193191,2011,2,4,Giv'at Napoleon,Bloomfield,99.72365342,2012 - Regular Season - 26 - Hapoel Acre,2012 - Regular Season - 26 - Hapoel Tel Aviv
176,09/03/2013,18:00,2012,Regular Season,26,Hapoel Haifa,Haifa,Hapoel Ramat Gan,Ramat Gan,Eitan Tabrizi,4000,2,1,1,0,0,13,12,Hapoel Ramat Gan,10,13,0,0,0,1,0,0,0,0,0,0,0,0,0,28,,,1,25,,,Kiryat Eliezer,14000,0.285714286,8.29404964,9.546812609,1955,58,3364,Kiryat Eliezer,Ramat Gan,81.92573419,2012 - Regular Season - 26 - Hapoel Haifa,2012 - Regular Season - 26 - Hapoel Ramat Gan
177,09/03/2013,18:00,2012,Regular Season,26,Hapoel Beer Sheva,Be'er Sheva,Hapoel Ramat haSharon,Ramat HaSharon,Asaf Kenan,2500,0,1,0,1,0,9,6,Hapoel Beer Sheva,9,6,0,0,0,1,0,0,0,0,0,0,0,0,0,30,,,0,37,,,Vasermil,13000,0.192307692,7.824046011,9.472704636,1959,54,2916,Vasermil,Grundman,97.26368158,2012 - Regular Season - 26 - Hapoel Beer Sheva,2012 - Regular Season - 26 - Hapoel Ramat haSharon
178,09/03/2013,18:00,2012,Regular Season,26,Ironi Kiryat Shmona,Kiryat Shmona,Ihud Bnei Sakhnin,Sakhnin,Roi Reinshreiber,1500,2,0,1,0,0,4,11,Ihud Bnei Sakhnin,3,12,0,0,0,1,0,0,0,0,0,0,0,0,0,43,,,0,26,,,Kiryat Shmona Municipal,5300,0.283018868,7.313220387,8.5754621,1989,24,576,Kiryat Shmona Municipal,Doha,45.24673361,2012 - Regular Season - 26 - Ironi Kiryat Shmona,2012 - Regular Season - 26 - Ihud Bnei Sakhnin
179,09/03/2013,19:30,2012,Regular Season,26,Maccabi Netanya,Netanya,Maccabi Haifa,Haifa,Erez Papir,9000,1,2,0,1,0,10,2,Maccabi Netanya,11,2,0,0,0,0,1,0,0,0,0,0,0,0,0,27,,,0,49,,,Netanya,13800,0.652173913,9.104979856,9.532423871,2012,1,1,Netanya,Kiryat Eliezer,60.09484263,2012 - Regular Season - 26 - Maccabi Netanya,2012 - Regular Season - 26 - Maccabi Haifa
180,10/03/2013,20:50,2012,Regular Season,26,Maccabi Tel Aviv,Tel Aviv,Beitar Jerusalem,Jerusalem,Menashe Masiah,12000,5,0,1,0,0,1,7,Beitar Jerusalem,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,59,,,0,33,,,Bloomfield,29400,0.408163265,9.392661929,10.28874995,1962,51,2601,Bloomfield,Teddy,52.53896814,2012 - Regular Season - 26 - Maccabi Tel Aviv,2012 - Regular Season - 26 - Beitar Jerusalem
181,11/03/2013,20:15,2012,Regular Season,26,FC Ashdod,Ashdod,Bnei Yehuda Tel Aviv,Tel Aviv,Ziv Adler,700,2,1,1,0,0,8,5,FC Ashdod,7,5,0,0,0,0,0,1,0,0,0,0,0,0,0,35,,,0,38,,,Yud-Alef,7800,0.08974359,6.551080335,8.961879013,1966,47,2209,Yud-Alef,Bloomfield,28.81191668,2012 - Regular Season - 26 - FC Ashdod,2012 - Regular Season - 26 - Bnei Yehuda Tel Aviv
182,16/03/2013,17:00,2012,Championship Round,1,Ironi Kiryat Shmona,Kiryat Shmona,Hapoel Tel Aviv,Tel Aviv,Menashe Masiah,2000,0,1,0,1,0,3,4,Ironi Kiryat Shmona,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,3,,,Kiryat Shmona Municipal,5300,0.377358491,7.60090246,8.5754621,1989,24,576,Kiryat Shmona Municipal,Bloomfield,149.2857438,2012 - Championship Round - 1 - Ironi Kiryat Shmona,2012 - Championship Round - 1 - Hapoel Tel Aviv
183,16/03/2013,19:30,2012,Championship Round,1,Maccabi Tel Aviv,Tel Aviv,Hapoel Ramat haSharon,Ramat HaSharon,Daniel Bar Natan,11300,1,0,1,0,0,1,6,Hapoel Ramat haSharon,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,3,,,0,0,,,Bloomfield,29400,0.384353741,9.332558005,10.28874995,1962,51,2601,Bloomfield,Grundman,12.53293135,2012 - Championship Round - 1 - Maccabi Tel Aviv,2012 - Championship Round - 1 - Hapoel Ramat haSharon
184,17/03/2013,20:50,2012,Championship Round,1,Maccabi Haifa,Haifa,Bnei Yehuda Tel Aviv,Tel Aviv,Liran Liany,9000,1,0,1,0,0,2,5,Bnei Yehuda Tel Aviv,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,3,,,0,0,,,Kiryat Eliezer,14000,0.642857143,9.104979856,9.546812609,1955,58,3364,Kiryat Eliezer,Bloomfield,88.45445851,2012 - Championship Round - 1 - Maccabi Haifa,2012 - Championship Round - 1 - Bnei Yehuda Tel Aviv
185,30/03/2013,15:00,2012,Championship Round,2,Bnei Yehuda Tel Aviv,Tel Aviv,Ironi Kiryat Shmona,Kiryat Shmona,Guy Berger,2500,1,1,0,0,1,5,4,Bnei Yehuda Tel Aviv,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,1,,,Bloomfield,29400,0.085034014,7.824046011,10.28874995,1962,51,2601,Bloomfield,Kiryat Shmona Municipal,149.2857438,2012 - Championship Round - 2 - Bnei Yehuda Tel Aviv,2012 - Championship Round - 2 - Ironi Kiryat Shmona
186,30/03/2013,19:05,2012,Championship Round,2,Hapoel Ramat haSharon,Ramat HaSharon,Hapoel Tel Aviv,Tel Aviv,Orel Grinfeld,1400,0,1,0,1,0,6,2,Hapoel Ramat haSharon,6,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,6,,,Grundman,4700,0.29787234,7.244227516,8.455317788,1998,15,225,Grundman,Bloomfield,12.53293135,2012 - Championship Round - 2 - Hapoel Ramat haSharon,2012 - Championship Round - 2 - Hapoel Tel Aviv
187,30/03/2013,19:50,2012,Championship Round,2,Maccabi Tel Aviv,Tel Aviv,Maccabi Haifa,Haifa,Alon Yefet,13600,0,0,0,0,1,1,3,Maccabi Haifa,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,4,,,0,4,,,Bloomfield,29400,0.462585034,9.517825072,10.28874995,1962,51,2601,Bloomfield,Kiryat Eliezer,88.45445851,2012 - Championship Round - 2 - Maccabi Tel Aviv,2012 - Championship Round - 2 - Maccabi Haifa
188,02/04/2013,18:45,2012,Championship Round,3,Hapoel Tel Aviv,Tel Aviv,Bnei Yehuda Tel Aviv,Tel Aviv,Roi Reinshreiber,6000,2,1,1,0,0,1,5,Bnei Yehuda Tel Aviv,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,9,,,0,1,,,Bloomfield,29400,0.204081633,8.699514748,10.28874995,1962,51,2601,Bloomfield,Bloomfield,0,2012 - Championship Round - 3 - Hapoel Tel Aviv,2012 - Championship Round - 3 - Bnei Yehuda Tel Aviv
189,02/04/2013,19:30,2012,Championship Round,3,Maccabi Haifa,Haifa,Hapoel Ramat haSharon,Ramat HaSharon,Erez Papir,6000,6,0,1,0,0,3,6,Hapoel Ramat haSharon,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,7,,,0,0,,,Kiryat Eliezer,14000,0.428571429,8.699514748,9.546812609,1955,58,3364,Kiryat Eliezer,Grundman,78.31477543,2012 - Championship Round - 3 - Maccabi Haifa,2012 - Championship Round - 3 - Hapoel Ramat haSharon
190,03/04/2013,20:40,2012,Championship Round,3,Ironi Kiryat Shmona,Kiryat Shmona,Maccabi Tel Aviv,Tel Aviv,Eitan Shmuelevic,4500,1,3,0,1,0,4,2,Ironi Kiryat Shmona,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,,,0,7,,,Kiryat Shmona Municipal,5300,0.849056604,8.411832676,8.5754621,1989,24,576,Kiryat Shmona Municipal,Bloomfield,149.2857438,2012 - Championship Round - 3 - Ironi Kiryat Shmona,2012 - Championship Round - 3 - Maccabi Tel Aviv
191,06/04/2013,18:00,2012,Championship Round,4,Hapoel Ramat haSharon,Ramat HaSharon,Bnei Yehuda Tel Aviv,Tel Aviv,Zvika Levi,300,0,3,0,1,0,6,4,Hapoel Ramat haSharon,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,4,,,Grundman,4700,0.063829787,5.703782475,8.455317788,1998,15,225,Grundman,Bloomfield,12.53293135,2012 - Championship Round - 4 - Hapoel Ramat haSharon,2012 - Championship Round - 4 - Bnei Yehuda Tel Aviv
192,06/04/2013,20:30,2012,Championship Round,4,Maccabi Haifa,Haifa,Ironi Kiryat Shmona,Kiryat Shmona,Halim Zatma,8000,3,2,1,0,0,2,5,Ironi Kiryat Shmona,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,10,,,0,1,,,Kiryat Eliezer,14000,0.571428571,8.987196821,9.546812609,1955,58,3364,Kiryat Eliezer,Kiryat Shmona Municipal,69.79442636,2012 - Championship Round - 4 - Maccabi Haifa,2012 - Championship Round - 4 - Ironi Kiryat Shmona
193,06/04/2013,21:10,2012,Championship Round,4,Maccabi Tel Aviv,Tel Aviv,Hapoel Tel Aviv,Tel Aviv,Orel Grinfeld,14000,2,0,1,0,0,3,1,Hapoel Tel Aviv,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,10,,,0,9,,,Bloomfield,29400,0.476190476,9.546812609,10.28874995,1962,51,2601,Bloomfield,Bloomfield,0,2012 - Championship Round - 4 - Maccabi Tel Aviv,2012 - Championship Round - 4 - Hapoel Tel Aviv
194,13/04/2013,15:30,2012,Championship Round,5,Hapoel Tel Aviv,Tel Aviv,Maccabi Haifa,Haifa,Liran Liany,9000,2,2,0,0,1,3,1,Hapoel Tel Aviv,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,10,,,0,11,,,Bloomfield,29400,0.306122449,9.104979856,10.28874995,1962,51,2601,Bloomfield,Kiryat Eliezer,88.45445851,2012 - Championship Round - 5 - Hapoel Tel Aviv,2012 - Championship Round - 5 - Maccabi Haifa
195,13/04/2013,18:00,2012,Championship Round,5,Ironi Kiryat Shmona,Kiryat Shmona,Hapoel Ramat haSharon,Ramat HaSharon,Liran Wachsberger,500,1,0,1,0,0,5,6,Hapoel Ramat haSharon,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,4,,,0,0,,,Kiryat Shmona Municipal,5300,0.094339623,6.214608098,8.5754621,1989,24,576,Kiryat Shmona Municipal,Grundman,137.3092074,2012 - Championship Round - 5 - Ironi Kiryat Shmona,2012 - Championship Round - 5 - Hapoel Ramat haSharon
196,13/04/2013,21:10,2012,Championship Round,5,Bnei Yehuda Tel Aviv,Tel Aviv,Maccabi Tel Aviv,Tel Aviv,Shay Shitrit,14000,2,2,0,0,1,4,2,Bnei Yehuda Tel Aviv,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,,,0,11,,,Bloomfield,29400,0.476190476,9.546812609,10.28874995,1962,51,2601,Bloomfield,Bloomfield,0,2012 - Championship Round - 5 - Bnei Yehuda Tel Aviv,2012 - Championship Round - 5 - Maccabi Tel Aviv
197,20/04/2013,17:00,2012,Championship Round,6,Hapoel Tel Aviv,Tel Aviv,Ironi Kiryat Shmona,Kiryat Shmona,Guy Berger,5000,1,4,0,1,0,3,5,Ironi Kiryat Shmona,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,10,,,0,7,,,Bloomfield,29400,0.170068027,8.517193191,10.28874995,1962,51,2601,Bloomfield,Kiryat Shmona Municipal,149.2857438,2012 - Championship Round - 6 - Hapoel Tel Aviv,2012 - Championship Round - 6 - Ironi Kiryat Shmona
198,21/04/2013,20:00,2012,Championship Round,6,Bnei Yehuda Tel Aviv,Tel Aviv,Maccabi Haifa,Haifa,Eitan Shmuelevic,2000,2,1,1,0,0,4,1,Bnei Yehuda Tel Aviv,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,8,,,0,11,,,Bloomfield,29400,0.068027211,7.60090246,10.28874995,1962,51,2601,Bloomfield,Kiryat Eliezer,88.45445851,2012 - Championship Round - 6 - Bnei Yehuda Tel Aviv,2012 - Championship Round - 6 - Maccabi Haifa
199,22/04/2013,20:50,2012,Championship Round,6,Hapoel Ramat haSharon,Ramat HaSharon,Maccabi Tel Aviv,Tel Aviv,Roi Reinshreiber,35000,0,2,0,1,0,6,2,Hapoel Ramat haSharon,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,14,,0,Ramat Gan,41583,0.841690114,10.46310334,10.63544671,1950,63,3969,Grundman,Bloomfield,12.53293135,2012 - Championship Round - 6 - Hapoel Ramat haSharon,2012 - Championship Round - 6 - Maccabi Tel Aviv
200,27/04/2013,18:00,2012,Championship Round,7,Ironi Kiryat Shmona,Kiryat Shmona,Bnei Yehuda Tel Aviv,Tel Aviv,Moshe Bohbot,800,0,1,0,1,0,5,4,Bnei Yehuda Tel Aviv,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,7,,,0,11,,,Kiryat Shmona Municipal,5300,0.150943396,6.684611728,8.5754621,1989,24,576,Kiryat Shmona Municipal,Bloomfield,149.2857438,2012 - Championship Round - 7 - Ironi Kiryat Shmona,2012 - Championship Round - 7 - Bnei Yehuda Tel Aviv
201,28/04/2013,20:15,2012,Championship Round,7,Hapoel Tel Aviv,Tel Aviv,Hapoel Ramat haSharon,Ramat HaSharon,Erez Papir,4400,2,0,1,0,0,3,6,Hapoel Ramat haSharon,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,13,,,0,0,,,Bloomfield,29400,0.149659864,8.38935982,10.28874995,1962,51,2601,Bloomfield,Grundman,12.53293135,2012 - Championship Round - 7 - Hapoel Tel Aviv,2012 - Championship Round - 7 - Hapoel Ramat haSharon
202,29/04/2013,20:50,2012,Championship Round,7,Maccabi Haifa,Haifa,Maccabi Tel Aviv,Tel Aviv,Oren Siminyan,8500,2,2,0,0,1,2,1,Maccabi Haifa,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,12,,,0,15,,0,Kiryat Eliezer,14000,0.607142857,9.047821442,9.546812609,1955,58,3364,Kiryat Eliezer,Bloomfield,88.45445851,2012 - Championship Round - 7 - Maccabi Haifa,2012 - Championship Round - 7 - Maccabi Tel Aviv
203,04/05/2013,17:00,2012,Championship Round,8,Maccabi Tel Aviv,Tel Aviv,Ironi Kiryat Shmona,Kiryat Shmona,Ziv Adler,11000,1,0,1,0,0,1,5,Ironi Kiryat Shmona,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,18,,0,0,7,,,Bloomfield,29400,0.37414966,9.305650552,10.28874995,1962,51,2601,Bloomfield,Kiryat Shmona Municipal,149.2857438,2012 - Championship Round - 8 - Maccabi Tel Aviv,2012 - Championship Round - 8 - Ironi Kiryat Shmona
204,05/05/2013,19:30,2012,Championship Round,8,Hapoel Ramat haSharon,Ramat HaSharon,Maccabi Haifa,Haifa,Halim Zatma,350,2,1,1,0,0,6,3,Hapoel Ramat haSharon,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,,,0,12,,,Grundman,4700,0.074468085,5.857933154,8.455317788,1998,15,225,Grundman,Kiryat Eliezer,78.31477543,2012 - Championship Round - 8 - Hapoel Ramat haSharon,2012 - Championship Round - 8 - Maccabi Haifa
205,06/05/2013,20:00,2012,Championship Round,8,Bnei Yehuda Tel Aviv,Tel Aviv,Hapoel Tel Aviv,Tel Aviv,Shay Shitrit,3500,0,1,0,1,0,4,2,Bnei Yehuda Tel Aviv,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,11,,,0,16,,,Bloomfield,29400,0.119047619,8.160518247,10.28874995,1962,51,2601,Bloomfield,Bloomfield,0,2012 - Championship Round - 8 - Bnei Yehuda Tel Aviv,2012 - Championship Round - 8 - Hapoel Tel Aviv
206,11/05/2013,17:00,2012,Championship Round,9,Ironi Kiryat Shmona,Kiryat Shmona,Maccabi Haifa,Haifa,Gal Leibovitz,1700,1,2,0,1,0,5,3,Ironi Kiryat Shmona,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,7,,,0,15,,,Kiryat Shmona Municipal,5300,0.320754717,7.43838353,8.5754621,1989,24,576,Kiryat Shmona Municipal,Kiryat Eliezer,69.79442636,2012 - Championship Round - 9 - Ironi Kiryat Shmona,2012 - Championship Round - 9 - Maccabi Haifa
207,11/05/2013,19:30,2012,Championship Round,9,Bnei Yehuda Tel Aviv,Tel Aviv,Hapoel Ramat haSharon,Ramat HaSharon,Snir Zcharia,2500,2,1,1,0,0,4,6,Hapoel Ramat haSharon,4,6,0,0,0,0,1,0,0,0,0,0,0,0,0,14,,,0,3,,,Bloomfield,29400,0.085034014,7.824046011,10.28874995,1962,51,2601,Bloomfield,Grundman,12.53293135,2012 - Championship Round - 9 - Bnei Yehuda Tel Aviv,2012 - Championship Round - 9 - Hapoel Ramat haSharon
208,13/05/2013,20:50,2012,Championship Round,9,Hapoel Tel Aviv,Tel Aviv,Maccabi Tel Aviv,Tel Aviv,Liran Liany,10500,2,4,0,1,0,2,1,Hapoel Tel Aviv,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,16,,,0,21,,0,Bloomfield,29400,0.357142857,9.259130536,10.28874995,1962,51,2601,Bloomfield,Bloomfield,0,2012 - Championship Round - 9 - Hapoel Tel Aviv,2012 - Championship Round - 9 - Maccabi Tel Aviv
209,18/05/2013,18:15,2012,Championship Round,10,Hapoel Ramat haSharon,Ramat HaSharon,Ironi Kiryat Shmona,Kiryat Shmona,Idan Bernstein,450,0,1,0,1,0,6,5,Hapoel Ramat haSharon,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,3,,,0,10,,,Grundman,4700,0.095744681,6.109247583,8.455317788,1998,15,225,Grundman,Kiryat Shmona Municipal,137.3092074,2012 - Championship Round - 10 - Hapoel Ramat haSharon,2012 - Championship Round - 10 - Ironi Kiryat Shmona
210,18/05/2013,19:45,2012,Championship Round,10,Maccabi Haifa,Haifa,Hapoel Tel Aviv,Tel Aviv,Erez Papir,12000,3,2,1,0,0,3,2,Hapoel Tel Aviv,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,18,,,0,16,,,Kiryat Eliezer,14000,0.857142857,9.392661929,9.546812609,1955,58,3364,Kiryat Eliezer,Bloomfield,88.45445851,2012 - Championship Round - 10 - Maccabi Haifa,2012 - Championship Round - 10 - Hapoel Tel Aviv
211,20/05/2013,20:50,2012,Championship Round,10,Maccabi Tel Aviv,Tel Aviv,Bnei Yehuda Tel Aviv,Tel Aviv,Asaf Kenan,10000,0,3,0,1,0,1,4,Bnei Yehuda Tel Aviv,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,21,,1,0,17,,,Bloomfield,29400,0.340136054,9.210340372,10.28874995,1962,51,2601,Bloomfield,Bloomfield,0,2012 - Championship Round - 10 - Maccabi Tel Aviv,2012 - Championship Round - 10 - Bnei Yehuda Tel Aviv
212,16/03/2013,18:00,2012,Relegation Round,1,FC Ashdod,Ashdod,Hapoel Acre,Acre,Eitan Tabrizi,500,1,2,0,1,0,7,14,Hapoel Acre,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,3,,,Yud-Alef,7800,0.064102564,6.214608098,8.961879013,1966,47,2209,Yud-Alef,Giv'at Napoleon,128.4786958,2012 - Relegation Round - 1 - FC Ashdod,2012 - Relegation Round - 1 - Hapoel Acre
213,16/03/2013,18:00,2012,Relegation Round,1,Hapoel Beer Sheva,Be'er Sheva,Ihud Bnei Sakhnin,Sakhnin,Alon Yefet,2000,1,2,0,1,0,9,12,Ihud Bnei Sakhnin,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,3,,,Vasermil,13000,0.153846154,7.60090246,9.472704636,1959,54,2916,Vasermil,Doha,185.5881194,2012 - Relegation Round - 1 - Hapoel Beer Sheva,2012 - Relegation Round - 1 - Ihud Bnei Sakhnin
214,16/03/2013,18:00,2012,Relegation Round,1,Hapoel Haifa,Haifa,Maccabi Netanya,Netanya,Eli Hacmon,4500,3,0,1,0,0,10,11,Maccabi Netanya,3,8,0,0,0,1,0,0,0,0,0,0,0,0,0,3,,,0,0,,,Kiryat Eliezer,14000,0.321428571,8.411832676,9.546812609,1955,58,3364,Kiryat Eliezer,Netanya,60.09484263,2012 - Relegation Round - 1 - Hapoel Haifa,2012 - Relegation Round - 1 - Maccabi Netanya
215,17/03/2013,20:05,2012,Relegation Round,1,Beitar Jerusalem,Jerusalem,Hapoel Ramat Gan,Ramat Gan,Eitan Shmuelevic,1500,1,2,0,1,0,8,13,Hapoel Ramat Gan,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,1,3,,,Teddy,31733,0.047269404,7.313220387,10.36511243,1990,23,529,Teddy,Ramat Gan,51.9871842,2012 - Relegation Round - 1 - Beitar Jerusalem,2012 - Relegation Round - 1 - Hapoel Ramat Gan
216,30/03/2013,17:00,2012,Relegation Round,2,Hapoel Acre,Acre,Maccabi Netanya,Netanya,Ziv Adler,2500,2,0,1,0,0,4,8,Maccabi Netanya,5,8,0,0,1,0,0,0,0,0,0,0,0,0,0,6,,,0,0,,,Giv'at Napoleon,5000,0.5,7.824046011,8.517193191,2011,2,4,Giv'at Napoleon,Netanya,71.13022032,2012 - Relegation Round - 2 - Hapoel Acre,2012 - Relegation Round - 2 - Maccabi Netanya
217,30/03/2013,17:00,2012,Relegation Round,2,Hapoel Ramat Gan,Ramat Gan,Hapoel Beer Sheva,Be'er Sheva,Eli Hacmon,2000,1,1,0,0,1,2,5,Hapoel Ramat Gan,7,4,0,0,1,0,0,0,0,0,0,0,0,0,1,4,,,0,1,,,Ramat Gan,41583,0.048096578,7.60090246,10.63544671,1950,63,3969,Ramat Gan,Vasermil,93.96395765,2012 - Relegation Round - 2 - Hapoel Ramat Gan,2012 - Relegation Round - 2 - Hapoel Beer Sheva
218,01/04/2013,20:00,2012,Relegation Round,2,Ihud Bnei Sakhnin,Sakhnin,Hapoel Haifa,Haifa,Eitan Tabrizi,2000,0,0,0,0,1,3,1,Ihud Bnei Sakhnin,6,3,0,0,0,0,0,1,0,0,0,0,0,0,0,4,,,0,4,,,Doha,8500,0.235294118,7.60090246,9.047821442,2006,7,49,Doha,Kiryat Eliezer,31.16274929,2012 - Relegation Round - 2 - Ihud Bnei Sakhnin,2012 - Relegation Round - 2 - Hapoel Haifa
219,01/04/2013,20:50,2012,Relegation Round,2,FC Ashdod,Ashdod,Beitar Jerusalem,Jerusalem,Shay Shitrit,1200,2,2,0,0,1,7,6,Beitar Jerusalem,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,0,1,,,Yud-Alef,7800,0.153846154,7.090076836,8.961879013,1966,47,2209,Yud-Alef,Teddy,51.78822461,2012 - Relegation Round - 2 - FC Ashdod,2012 - Relegation Round - 2 - Beitar Jerusalem
220,06/04/2013,16:00,2012,Relegation Round,3,Hapoel Haifa,Haifa,Hapoel Ramat Gan,Ramat Gan,Liran Liany,4000,1,0,1,0,0,2,3,Hapoel Ramat Gan,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,7,,,1,4,,,Kiryat Eliezer,14000,0.285714286,8.29404964,9.546812609,1955,58,3364,Kiryat Eliezer,Ramat Gan,81.92573419,2012 - Relegation Round - 3 - Hapoel Haifa,2012 - Relegation Round - 3 - Hapoel Ramat Gan
