fixture,id,referee,timezone,date,timestamp,periods,first,second,venue,id,name,city,status,long,short,elapsed,league,id,name,country,logo,flag,season,round,teams,home,id,name,logo,winner,away,id,name,logo,winner,goals,home,away,score,halftime,home,away,fulltime,home,away,extratime,home,away,penalty,home,away
,179278,G. Laibuvitz,UTC,2019-09-02T17:00:00+00:00,1567443600,,1567443600,1567447200,,3420,Kiryat-Shmona Municipal Stadium,Kiryat-Shmona,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 2,,,4510,Ironi Kiryat Shmona,https://media-4.api-sports.io/football/teams/4510.png,False,,4497,Hapoel Kfar Saba,https://media-4.api-sports.io/football/teams/4497.png,True,,1,3,,,0,2,,1,3,,None,None,,None,None
,179279,R. Reinshreiber,UTC,2019-09-01T17:15:00+00:00,1567358100,,1567358100,1567361700,,10592,Bloomfield Stadium,Tel-Aviv,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 2,,,604,Maccabi Tel Aviv,https://media-4.api-sports.io/football/teams/604.png,None,,4508,Bnei Yehuda,https://media-2.api-sports.io/football/teams/4508.png,None,,0,0,,,0,0,,0,0,,None,None,,None,None
,179280,O. Na'al,UTC,2019-08-31T16:00:00+00:00,1567267200,,1567267200,1567270800,,869,Winner Stadium,Netanya,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 2,,,4505,Maccabi Netanya,https://media-4.api-sports.io/football/teams/4505.png,True,,4499,Sektzia Nes Tziona,https://media-5.api-sports.io/football/teams/4499.png,False,,3,0,,,2,0,,3,0,,None,None,,None,None
,179281,D. Fuxman,UTC,2019-09-14T16:00:00+00:00,1568476800,,1568476800,1568480400,,10592,Bloomfield Stadium,Tel-Aviv,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 3,,,4501,Hapoel Tel Aviv,https://media-5.api-sports.io/football/teams/4501.png,None,,4499,Sektzia Nes Tziona,https://media-6.api-sports.io/football/teams/4499.png,None,,1,1,,,1,0,,1,1,,None,None,,None,None
,179282,E. Papir,UTC,2019-09-15T16:00:00+00:00,1568563200,,1568563200,1568566800,,10592,Bloomfield Stadium,Tel-Aviv,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 3,,,4508,Bnei Yehuda,https://media-2.api-sports.io/football/teams/4508.png,None,,4505,Maccabi Netanya,https://media-5.api-sports.io/football/teams/4505.png,None,,0,0,,,0,0,,0,0,,None,None,,None,None
,179283,O. Asulin,UTC,2019-09-14T17:30:00+00:00,1568482200,,1568482200,1568485800,,3408,HaMoshava Stadium,Petach-Tikva,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 3,,,4497,Hapoel Kfar Saba,https://media-6.api-sports.io/football/teams/4497.png,False,,604,Maccabi Tel Aviv,https://media-5.api-sports.io/football/teams/604.png,True,,0,1,,,0,1,,0,1,,None,None,,None,None
,179284,I. Layba,UTC,2019-09-14T15:00:00+00:00,1568473200,,1568473200,1568476800,,868,Sammy Ofer Stadium,Haifa,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 3,,,4195,Maccabi Haifa,https://media-1.api-sports.io/football/teams/4195.png,True,,4510,Ironi Kiryat Shmona,https://media-2.api-sports.io/football/teams/4510.png,False,,2,0,,,0,0,,2,0,,None,None,,None,None
,179285,D. Bar Natan,UTC,2019-09-16T17:15:00+00:00,1568654100,,1568654100,1568657700,,866,Teddi Malcha Stadium,Jerusalem,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 3,,,657,Beitar Jerusalem,https://media-2.api-sports.io/football/teams/657.png,False,,2253,Hapoel Haifa,https://media-6.api-sports.io/football/teams/2253.png,True,,0,2,,,0,1,,0,2,,None,None,,None,None
,179286,L. Liani,UTC,2019-09-14T16:00:00+00:00,1568476800,,1568476800,1568480400,,869,Winner Stadium,Netanya,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 3,,,4500,Hapoel Hadera,https://media-5.api-sports.io/football/teams/4500.png,True,,4509,Hapoel Ra'anana,https://media-2.api-sports.io/football/teams/4509.png,False,,4,0,,,1,0,,4,0,,None,None,,None,None
,179287,R. Reinshreiber,UTC,2019-09-15T17:15:00+00:00,1568567700,,1568567700,1568571300,,3419,Yud-Alef Stadium,Ashdod,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 3,,,4507,Ashdod,https://media-1.api-sports.io/football/teams/4507.png,None,,563,Hapoel Beer Sheva,https://media-6.api-sports.io/football/teams/563.png,None,,2,2,,,1,1,,2,2,,None,None,,None,None
,179288,E. Papir,UTC,2019-09-23T17:15:00+00:00,1569258900,,1569258900,1569262500,,867,Yaakov Turner Toto Stadium,Beer Sheva,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 4,,,563,Hapoel Beer Sheva,https://media-2.api-sports.io/football/teams/563.png,True,,4501,Hapoel Tel Aviv,https://media-6.api-sports.io/football/teams/4501.png,False,,3,0,,,1,0,,3,0,,None,None,,None,None
,179289,O. Na'al,UTC,2019-09-22T16:00:00+00:00,1569168000,,1569168000,1569171600,,3408,HaMoshava Stadium,Petach-Tikva,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 4,,,4509,Hapoel Ra'anana,https://media-2.api-sports.io/football/teams/4509.png,None,,4507,Ashdod,https://media-4.api-sports.io/football/teams/4507.png,None,,1,1,,,1,0,,1,1,,None,None,,None,None
,179290,E. Shmuelevich,UTC,2019-09-22T17:15:00+00:00,1569172500,,1569172500,1569176100,,868,Sammy Ofer Stadium,Haifa,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 4,,,2253,Hapoel Haifa,https://media-5.api-sports.io/football/teams/2253.png,False,,4500,Hapoel Hadera,https://media-1.api-sports.io/football/teams/4500.png,True,,1,2,,,0,1,,1,2,,None,None,,None,None
,179291,I. Frid,UTC,2019-09-21T17:30:00+00:00,1569087000,,1569087000,1569090600,,3420,Kiryat-Shmona Municipal Stadium,Kiryat-Shmona,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 4,,,4510,Ironi Kiryat Shmona,https://media-6.api-sports.io/football/teams/4510.png,False,,657,Beitar Jerusalem,https://media-2.api-sports.io/football/teams/657.png,True,,0,2,,,0,0,,0,2,,None,None,,None,None
,179292,O. Grinfeld,UTC,2019-09-21T17:30:00+00:00,1569087000,,1569087000,1569090600,,10592,Bloomfield Stadium,Tel-Aviv,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 4,,,604,Maccabi Tel Aviv,https://media-5.api-sports.io/football/teams/604.png,True,,4195,Maccabi Haifa,https://media-6.api-sports.io/football/teams/4195.png,False,,1,0,,,1,0,,1,0,,None,None,,None,None
,179293,S. Ben Avraham,UTC,2019-09-21T15:00:00+00:00,1569078000,,1569078000,1569081600,,869,Winner Stadium,Netanya,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 4,,,4505,Maccabi Netanya,https://media-5.api-sports.io/football/teams/4505.png,None,,4497,Hapoel Kfar Saba,https://media-5.api-sports.io/football/teams/4497.png,None,,2,2,,,0,0,,2,2,,None,None,,None,None
,179294,G. Laibuvitz,UTC,2019-09-21T16:00:00+00:00,1569081600,,1569081600,1569085200,,3408,HaMoshava Stadium,Petach-Tikva,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 4,,,4499,Sektzia Nes Tziona,https://media-6.api-sports.io/football/teams/4499.png,False,,4508,Bnei Yehuda,https://media-4.api-sports.io/football/teams/4508.png,True,,0,1,,,0,1,,0,1,,None,None,,None,None
,179295,E. Hacmon,UTC,2019-09-28T16:30:00+00:00,1569688200,,1569688200,1569691800,,10592,Bloomfield Stadium,Tel-Aviv,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 5,,,4501,Hapoel Tel Aviv,https://media-2.api-sports.io/football/teams/4501.png,None,,4508,Bnei Yehuda,https://media-2.api-sports.io/football/teams/4508.png,None,,1,1,,,0,1,,1,1,,None,None,,None,None
,179296,D. Bar Natan,UTC,2019-09-25T16:00:00+00:00,1569427200,,1569427200,1569430800,,3408,HaMoshava Stadium,Petach-Tikva,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 5,,,4497,Hapoel Kfar Saba,https://media-4.api-sports.io/football/teams/4497.png,None,,4499,Sektzia Nes Tziona,https://media-1.api-sports.io/football/teams/4499.png,None,,1,1,,,1,1,,1,1,,None,None,,None,None
,179297,R. Reinshreiber,UTC,2019-09-25T17:15:00+00:00,1569431700,,1569431700,1569435300,,868,Sammy Ofer Stadium,Haifa,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 5,,,4195,Maccabi Haifa,https://media-4.api-sports.io/football/teams/4195.png,True,,4505,Maccabi Netanya,https://media-2.api-sports.io/football/teams/4505.png,False,,3,0,,,2,0,,3,0,,None,None,,None,None
,179298,L. Liani,UTC,2019-09-28T17:30:00+00:00,1569691800,,1569691800,1569695400,,866,Teddi Malcha Stadium,Jerusalem,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 5,,,657,Beitar Jerusalem,https://media-4.api-sports.io/football/teams/657.png,False,,604,Maccabi Tel Aviv,https://media-6.api-sports.io/football/teams/604.png,True,,0,4,,,0,1,,0,4,,None,None,,None,None
,179299,Z. Adler,UTC,2019-09-28T14:00:00+00:00,1569679200,,1569679200,1569682800,,869,Winner Stadium,Netanya,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 5,,,4500,Hapoel Hadera,https://media-6.api-sports.io/football/teams/4500.png,None,,4510,Ironi Kiryat Shmona,https://media-4.api-sports.io/football/teams/4510.png,None,,2,2,,,1,1,,2,2,,None,None,,None,None
,179300,D. Fuxman,UTC,2019-09-28T15:00:00+00:00,1569682800,,1569682800,1569686400,,3419,Yud-Alef Stadium,Ashdod,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 5,,,4507,Ashdod,https://media-2.api-sports.io/football/teams/4507.png,None,,2253,Hapoel Haifa,https://media-2.api-sports.io/football/teams/2253.png,None,,1,1,,,0,0,,1,1,,None,None,,None,None
,179301,O. Asulin,UTC,2019-09-28T17:30:00+00:00,1569691800,,1569691800,1569695400,,867,Yaakov Turner Toto Stadium,Beer Sheva,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 5,,,563,Hapoel Beer Sheva,https://media-1.api-sports.io/football/teams/563.png,True,,4509,Hapoel Ra'anana,https://media-5.api-sports.io/football/teams/4509.png,False,,1,0,,,1,0,,1,0,,None,None,,None,None
,179302,I. Layba,UTC,2019-10-06T17:00:00+00:00,1570381200,,1570381200,1570384800,,3408,HaMoshava Stadium,Petach-Tikva,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 6,,,4509,Hapoel Ra'anana,https://media-5.api-sports.io/football/teams/4509.png,None,,4501,Hapoel Tel Aviv,https://media-5.api-sports.io/football/teams/4501.png,None,,2,2,,,1,1,,2,2,,None,None,,None,None
,179303,S. Ben Avraham,UTC,2019-10-05T17:30:00+00:00,1570296600,,1570296600,1570300200,,868,Sammy Ofer Stadium,Haifa,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 6,,,2253,Hapoel Haifa,https://media-2.api-sports.io/football/teams/2253.png,False,,563,Hapoel Beer Sheva,https://media-2.api-sports.io/football/teams/563.png,True,,0,3,,,0,1,,0,3,,None,None,,None,None
,179304,E. Shmuelevich,UTC,2019-10-07T17:00:00+00:00,1570467600,,1570467600,1570471200,,3420,Kiryat-Shmona Municipal Stadium,Kiryat-Shmona,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 6,,,4510,Ironi Kiryat Shmona,https://media-4.api-sports.io/football/teams/4510.png,True,,4507,Ashdod,https://media-6.api-sports.io/football/teams/4507.png,False,,2,0,,,2,0,,2,0,,None,None,,None,None
,179305,G. Laibuvitz,UTC,2019-10-05T15:00:00+00:00,1570287600,,1570287600,1570291200,,10592,Bloomfield Stadium,Tel-Aviv,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 6,,,604,Maccabi Tel Aviv,https://media-1.api-sports.io/football/teams/604.png,None,,4500,Hapoel Hadera,https://media-1.api-sports.io/football/teams/4500.png,None,,0,0,,,0,0,,0,0,,None,None,,None,None
,179306,O. Grinfeld,UTC,2019-10-06T17:15:00+00:00,1570382100,,1570382100,1570385700,,869,Winner Stadium,Netanya,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 6,,,4505,Maccabi Netanya,https://media-1.api-sports.io/football/teams/4505.png,False,,657,Beitar Jerusalem,https://media-2.api-sports.io/football/teams/657.png,True,,0,3,,,0,3,,0,3,,None,None,,None,None
,179307,E. Papir,UTC,2019-10-05T16:00:00+00:00,1570291200,,1570291200,1570294800,,3408,HaMoshava Stadium,Petach-Tikva,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 6,,,4499,Sektzia Nes Tziona,https://media-4.api-sports.io/football/teams/4499.png,False,,4195,Maccabi Haifa,https://media-6.api-sports.io/football/teams/4195.png,True,,0,3,,,0,0,,0,3,,None,None,,None,None
,179308,Z. Adler,UTC,2019-10-06T16:00:00+00:00,1570377600,,1570377600,1570381200,,10592,Bloomfield Stadium,Tel-Aviv,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 6,,,4508,Bnei Yehuda,https://media-1.api-sports.io/football/teams/4508.png,False,,4497,Hapoel Kfar Saba,https://media-4.api-sports.io/football/teams/4497.png,True,,0,1,,,0,1,,0,1,,None,None,,None,None
,179309,G. Laibuvitz,UTC,2019-10-19T15:00:00+00:00,1571497200,,1571497200,1571500800,,10592,Bloomfield Stadium,Tel-Aviv,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 7,,,4501,Hapoel Tel Aviv,https://media-5.api-sports.io/football/teams/4501.png,True,,4497,Hapoel Kfar Saba,https://media-4.api-sports.io/football/teams/4497.png,False,,2,1,,,0,1,,2,1,,None,None,,None,None
,179310,L. Liani,UTC,2019-10-21T17:15:00+00:00,1571678100,,1571678100,1571681700,,868,Sammy Ofer Stadium,Haifa,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 7,,,4195,Maccabi Haifa,https://media-4.api-sports.io/football/teams/4195.png,None,,4508,Bnei Yehuda,https://media-5.api-sports.io/football/teams/4508.png,None,,1,1,,,0,0,,1,1,,None,None,,None,None
,179311,O. Asulin,UTC,2020-01-26T18:15:00+00:00,1580062500,,1580062500,1580066100,,866,Teddi Malcha Stadium,Jerusalem,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 20,,,657,Beitar Jerusalem,https://media-2.api-sports.io/football/teams/657.png,True,,4499,Sektzia Nes Tziona,https://media-6.api-sports.io/football/teams/4499.png,False,,1,0,,,1,0,,1,0,,None,None,,None,None
,179312,D. Bar Natan,UTC,2019-10-19T16:00:00+00:00,1571500800,,1571500800,1571504400,,869,Winner Stadium,Netanya,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 7,,,4500,Hapoel Hadera,https://media-6.api-sports.io/football/teams/4500.png,True,,4505,Maccabi Netanya,https://media-2.api-sports.io/football/teams/4505.png,False,,1,0,,,0,0,,1,0,,None,None,,None,None
,179313,I. Frid,UTC,2019-10-21T17:00:00+00:00,1571677200,,1571677200,1571680800,,3419,Yud-Alef Stadium,Ashdod,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 7,,,4507,Ashdod,https://media-4.api-sports.io/football/teams/4507.png,False,,604,Maccabi Tel Aviv,https://media-6.api-sports.io/football/teams/604.png,True,,0,1,,,0,0,,0,1,,None,None,,None,None
,179314,S. Ben Avraham,UTC,2020-01-25T15:30:00+00:00,1579966200,,1579966200,1579969800,,3420,Kiryat-Shmona Municipal Stadium,Kiryat-Shmona,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 20,,,4510,Ironi Kiryat Shmona,https://media-4.api-sports.io/football/teams/4510.png,None,,563,Hapoel Beer Sheva,https://media-2.api-sports.io/football/teams/563.png,None,,0,0,,,0,0,,0,0,,None,None,,None,None
,179315,O. Na'al,UTC,2019-10-21T15:00:00+00:00,1571670000,,1571670000,1571673600,,3408,HaMoshava Stadium,Petach-Tikva,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 7,,,4509,Hapoel Ra'anana,https://media-5.api-sports.io/football/teams/4509.png,None,,2253,Hapoel Haifa,https://media-6.api-sports.io/football/teams/2253.png,None,,0,0,,,0,0,,0,0,,None,None,,None,None
,179316,L. Liani,UTC,2019-10-26T13:00:00+00:00,1572094800,,1572094800,1572098400,,868,Sammy Ofer Stadium,Haifa,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 8,,,2253,Hapoel Haifa,https://media-2.api-sports.io/football/teams/2253.png,True,,4501,Hapoel Tel Aviv,https://media-6.api-sports.io/football/teams/4501.png,False,,3,0,,,2,0,,3,0,,None,None,,None,None
,179317,I. Frid,UTC,2019-10-26T15:00:00+00:00,1572102000,,1572102000,1572105600,,3420,Kiryat-Shmona Municipal Stadium,Kiryat-Shmona,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 8,,,4510,Ironi Kiryat Shmona,https://media-5.api-sports.io/football/teams/4510.png,True,,4509,Hapoel Ra'anana,https://media-6.api-sports.io/football/teams/4509.png,False,,2,1,,,1,0,,2,1,,None,None,,None,None
,179318,Z. Adler,UTC,2019-10-28T18:15:00+00:00,1572286500,,1572286500,1572290100,,10592,Bloomfield Stadium,Tel-Aviv,,Match Finished,FT,90,,383,Ligat Ha'al,Israel,https://media-1.api-sports.io/football/leagues/383.png,https://media-2.api-sports.io/flags/il.svg,2019,Regular Season - 8,,,604,Maccabi Tel Aviv,https://media-5.api-sports.io/football/teams/604.png,True,,563,Hapoel Beer Sheva,https://media-6.api-sports.io/football/teams/563.png,False,,2,0,,,1,0,,2,0,,None,None,,None,None
