,date,kot,season,round_type,round,home_team,home_team_city,away_team,away_team_city,referee,attendance,home_score,away_score,home_won,away_won,draw,home_pos_b4_game,home_lg_b4_game,away_pos_b4_game,away_lg_b4_game,underdog,home_position,away_position,kot_15_16,kot_16_17,kot_17_18,kot_18_19,kot_19_20,kot_20_21,kot_21_22,kot_22_23,derby,while_world_cup,while_champion_league,while_european_games,home_promoted,home_league_pts,home_is_relegated,home_is_champion,away_promoted,away_league_pts,away_is_relegated,away_is_champion,game_stadium,capacity,att_ratio,ln(attendance),ln(capacity),built_in,stadium_age,stadium_age_squared,home_team_stadium,away_team_stadium,distance_in_km,home_key,away_key,day_of_week_num,day_of_week
10,2012-09-01,19:00,2012,Regular Season,2,Bnei Yehuda Tel Aviv,Tel Aviv,Hapoel Ramat Gan,Ramat Gan,Erez Papir,2500.0,1,0,1,0,0,6,1,13,0,Hapoel Ramat Gan,5,13,False,False,False,False,True,False,False,False,0,0,0,1,0,4,,,1,0,,,Bloomfield,29400.0,0.08503401360544217,7.824046010856292,10.288749953326773,1962,50,2500,Bloomfield,Ramat Gan,8.039089019781295,2012 - Regular Season - 2 - Bnei Yehuda Tel Aviv,2012 - Regular Season - 2 - Hapoel Ramat Gan,5,Saturday
11,2012-09-01,21:00,2012,Regular Season,2,Beitar Jerusalem,Jerusalem,Hapoel Beer Sheva,Beer Sheva,Shay Shitrit,5500.0,1,1,0,0,1,11,0,8,1,Beitar Jerusalem,8,7,False,False,False,False,False,False,True,False,0,0,0,1,0,1,,,0,2,,,Teddy,31733.0,0.17332114833139003,8.612503371220562,10.365112427854497,1990,22,484,Teddy,Vasermil,67.22693735526406,2012 - Regular Season - 2 - Beitar Jerusalem,2012 - Regular Season - 2 - Hapoel Beer Sheva,5,Saturday
12,2012-09-02,21:10,2012,Regular Season,2,Hapoel Tel Aviv,Tel Aviv,Hapoel Haifa,Haifa,Roi Reinshreiber,7500.0,2,0,1,0,0,4,3,7,1,Hapoel Haifa,3,12,False,False,False,False,False,False,True,False,0,0,0,1,0,6,,,0,1,,,Bloomfield,29400.0,0.25510204081632654,8.922658299524402,10.288749953326773,1962,50,2500,Bloomfield,Kiryat Eliezer,88.45445851450366,2012 - Regular Season - 2 - Hapoel Tel Aviv,2012 - Regular Season - 2 - Hapoel Haifa,6,Sunday
13,2012-09-03,21:50,2012,Regular Season,2,Maccabi Netanya,Netanya,Maccabi Tel Aviv,Tel Aviv,Liran Wachsberger,4500.0,0,1,0,1,0,10,1,3,3,Maccabi Netanya,9,4,False,False,False,False,False,False,True,False,0,0,0,0,0,1,,,0,6,,,Sar-Tov,7500.0,0.6,8.411832675758411,8.922658299524402,1943,69,4761,Netanya,Bloomfield,28.62028018889023,2012 - Regular Season - 2 - Maccabi Netanya,2012 - Regular Season - 2 - Maccabi Tel Aviv,0,Monday
14,2012-09-13,21:00,2012,Regular Season,3,FC Ashdod,Ashdod,Beitar Jerusalem,Jerusalem,Daniel Bar Natan,2000.0,2,1,1,0,0,1,6,8,1,Beitar Jerusalem,1,10,False,False,False,False,False,False,True,False,0,0,0,0,0,9,,,0,1,,,Yud-Alef,7800.0,0.2564102564102564,7.600902459542082,8.961879012677683,1966,46,2116,Yud-Alef,Teddy,51.78822460754719,2012 - Regular Season - 3 - FC Ashdod,2012 - Regular Season - 3 - Beitar Jerusalem,3,Thursday
15,2012-09-15,17:50,2012,Regular Season,3,Hapoel Haifa,Haifa,Maccabi Tel Aviv,Tel Aviv,Alon Yefet,6000.0,1,3,0,1,0,12,1,4,6,Hapoel Haifa,13,3,False,False,True,False,False,False,False,False,0,0,0,1,0,1,,,0,9,,,Kiryat Eliezer,14000.0,0.42857142857142855,8.699514748210191,9.546812608597396,1955,57,3249,Kiryat Eliezer,Bloomfield,88.45445851450366,2012 - Regular Season - 3 - Hapoel Haifa,2012 - Regular Season - 3 - Maccabi Tel Aviv,5,Saturday
16,2012-09-15,19:00,2012,Regular Season,3,Ironi Kiryat Shmona,Kiryat Shmona,Maccabi Netanya,Netanya,Halim Zatma,2500.0,0,1,0,1,0,2,6,9,1,Maccabi Netanya,4,7,False,False,False,False,True,False,False,False,0,0,0,1,0,6,,,0,4,,,Kiryat Shmona Municipal,5300.0,0.4716981132075472,7.824046010856292,8.575462099540212,1989,23,529,Kiryat Shmona Municipal,Netanya,121.28583945619715,2012 - Regular Season - 3 - Ironi Kiryat Shmona,2012 - Regular Season - 3 - Maccabi Netanya,5,Saturday
17,2012-09-15,19:00,2012,Regular Season,3,Hapoel Acre,Acre,Ihud Bnei Sakhnin,Sakhnin,Ziv Adler,800.0,5,1,1,0,0,10,1,11,1,Ihud Bnei Sakhnin,5,14,False,False,False,False,True,False,False,False,0,0,0,1,0,4,,,0,1,,,Giv'at Napoleon,5000.0,0.16,6.684611727667927,8.517193191416238,2011,1,1,Giv'at Napoleon,Doha,21.526762156650452,2012 - Regular Season - 3 - Hapoel Acre,2012 - Regular Season - 3 - Ihud Bnei Sakhnin,5,Saturday
18,2012-09-15,19:00,2012,Regular Season,3,Hapoel Ramat Gan,Ramat Gan,Hapoel Ramat haSharon,Ramat haSharon,Liran Liany,1000.0,1,1,0,0,1,13,0,6,3,Hapoel Ramat Gan,11,6,False,False,False,False,True,False,False,False,0,0,0,1,1,1,,,0,4,,,Ramat Gan,41583.0,0.024048288964240196,6.907755278982137,10.635446708881462,1950,62,3844,Ramat Gan,Grundman,4.4951098057584025,2012 - Regular Season - 3 - Hapoel Ramat Gan,2012 - Regular Season - 3 - Hapoel Ramat haSharon,5,Saturday
19,2012-09-15,20:00,2012,Regular Season,3,Hapoel Tel Aviv,Tel Aviv,Bnei Yehuda Tel Aviv,Tel Aviv,Eitan Tabrizi,11000.0,2,0,1,0,0,3,6,5,4,Bnei Yehuda Tel Aviv,2,8,False,False,False,False,False,True,False,False,0,0,0,1,0,9,,,0,4,,,Bloomfield,29400.0,0.3741496598639456,9.305650551780507,10.288749953326773,1962,50,2500,Bloomfield,Bloomfield,0.0,2012 - Regular Season - 3 - Hapoel Tel Aviv,2012 - Regular Season - 3 - Bnei Yehuda Tel Aviv,5,Saturday
20,2012-09-15,21:45,2012,Regular Season,3,Hapoel Beer Sheva,Beer Sheva,Maccabi Haifa,Haifa,Eli Hacmon,7500.0,1,1,0,0,1,7,2,14,0,Maccabi Haifa,9,12,False,False,False,False,False,False,True,False,0,0,0,1,0,3,,,0,1,,,Vasermil,13000.0,0.5769230769230769,8.922658299524402,9.472704636443673,1959,53,2809,Vasermil,Kiryat Eliezer,175.45380741618396,2012 - Regular Season - 3 - Hapoel Beer Sheva,2012 - Regular Season - 3 - Maccabi Haifa,5,Saturday
21,2012-09-22,19:00,2012,Regular Season,4,Maccabi Netanya,Netanya,Hapoel Beer Sheva,Beer Sheva,Roi Reinshreiber,2500.0,2,1,1,0,0,7,4,9,3,Hapoel Beer Sheva,7,10,False,False,False,False,True,False,False,False,0,0,0,1,0,7,,,0,3,,,Sar-Tov,7500.0,0.3333333333333333,7.824046010856292,8.922658299524402,1943,69,4761,Netanya,Vasermil,115.63415738191166,2012 - Regular Season - 4 - Maccabi Netanya,2012 - Regular Season - 4 - Hapoel Beer Sheva,5,Saturday
22,2012-09-22,19:00,2012,Regular Season,4,Bnei Yehuda Tel Aviv,Tel Aviv,Hapoel Haifa,Haifa,Orel Grinfeld,2500.0,3,1,1,0,0,8,4,13,1,Hapoel Haifa,5,13,False,False,False,False,True,False,False,False,0,0,0,1,0,7,,,0,1,,,Bloomfield,29400.0,0.08503401360544217,7.824046010856292,10.288749953326773,1962,50,2500,Bloomfield,Kiryat Eliezer,88.45445851450366,2012 - Regular Season - 4 - Bnei Yehuda Tel Aviv,2012 - Regular Season - 4 - Hapoel Haifa,5,Saturday
23,2012-09-22,19:00,2012,Regular Season,4,Ihud Bnei Sakhnin,Sakhnin,Hapoel Ramat Gan,Ramat Gan,Asaf Kenan,900.0,1,3,0,1,0,14,1,11,1,Ihud Bnei Sakhnin,14,9,False,False,False,False,True,False,False,False,0,0,0,1,0,1,,,1,4,,,Doha,8500.0,0.10588235294117647,6.802394763324311,9.047821442478408,2006,6,36,Doha,Ramat Gan,96.47494895167456,2012 - Regular Season - 4 - Ihud Bnei Sakhnin,2012 - Regular Season - 4 - Hapoel Ramat Gan,5,Saturday
24,2012-09-22,19:40,2012,Regular Season,4,Maccabi Haifa,Haifa,FC Ashdod,Ashdod,Eitan Shmuelevic,9000.0,0,1,0,1,0,12,1,1,9,Maccabi Haifa,12,2,False,False,False,False,True,False,False,False,0,0,0,1,0,1,,,0,12,,,Kiryat Eliezer,14000.0,0.6428571428571429,9.104979856318357,9.546812608597396,1955,57,3249,Kiryat Eliezer,Yud-Alef,117.03510426091086,2012 - Regular Season - 4 - Maccabi Haifa,2012 - Regular Season - 4 - FC Ashdod,5,Saturday
25,2012-09-22,21:00,2012,Regular Season,4,Beitar Jerusalem,Jerusalem,Hapoel Acre,Acre,Liran Liany,4500.0,0,1,0,1,0,10,1,5,4,Beitar Jerusalem,11,4,False,False,False,False,False,False,True,False,0,0,0,1,0,1,,,0,7,,,Teddy,31733.0,0.1418082122711373,8.411832675758411,10.365112427854497,1990,22,484,Teddy,Giv'at Napoleon,128.66129941928725,2012 - Regular Season - 4 - Beitar Jerusalem,2012 - Regular Season - 4 - Hapoel Acre,5,Saturday
26,2012-09-23,21:00,2012,Regular Season,4,Hapoel Ramat haSharon,Ramat haSharon,Hapoel Tel Aviv,Tel Aviv,Eli Hacmon,2500.0,1,0,1,0,0,6,4,2,9,Hapoel Ramat haSharon,6,3,False,False,False,False,False,False,True,False,0,0,0,1,0,7,,,0,9,,,Grundman,4700.0,0.5319148936170213,7.824046010856292,8.45531778769815,1998,14,196,Grundman,Bloomfield,12.532931346252544,2012 - Regular Season - 4 - Hapoel Ramat haSharon,2012 - Regular Season - 4 - Hapoel Tel Aviv,6,Sunday
27,2012-09-24,21:50,2012,Regular Season,4,Maccabi Tel Aviv,Tel Aviv,Ironi Kiryat Shmona,Kiryat Shmona,Menashe Masiah,12200.0,4,0,1,0,0,3,9,4,6,Ironi Kiryat Shmona,1,8,False,False,False,False,False,False,True,False,0,0,0,1,0,12,,,0,6,,,Bloomfield,29400.0,0.41496598639455784,9.409191230721348,10.288749953326773,1962,50,2500,Bloomfield,Kiryat Shmona Municipal,149.2857438267817,2012 - Regular Season - 4 - Maccabi Tel Aviv,2012 - Regular Season - 4 - Ironi Kiryat Shmona,0,Monday
28,2012-09-29,17:00,2012,Regular Season,5,Hapoel Tel Aviv,Tel Aviv,Ihud Bnei Sakhnin,Sakhnin,Liran Liany,8500.0,1,0,1,0,0,3,9,14,1,Ihud Bnei Sakhnin,3,14,False,False,True,False,False,False,False,False,0,0,0,1,0,12,,,0,1,,,Bloomfield,29400.0,0.2891156462585034,9.047821442478408,10.288749953326773,1962,50,2500,Bloomfield,Doha,104.08872372945213,2012 - Regular Season - 5 - Hapoel Tel Aviv,2012 - Regular Season - 5 - Ihud Bnei Sakhnin,5,Saturday
29,2012-09-29,19:00,2012,Regular Season,5,Hapoel Haifa,Haifa,Ironi Kiryat Shmona,Kiryat Shmona,Shay Shitrit,3000.0,1,1,0,0,1,13,1,8,6,Hapoel Haifa,13,7,False,False,False,False,True,False,False,False,0,0,0,1,0,2,,,0,7,,,Kiryat Eliezer,14000.0,0.21428571428571427,8.006367567650246,9.546812608597396,1955,57,3249,Kiryat Eliezer,Kiryat Shmona Municipal,69.79442636450398,2012 - Regular Season - 5 - Hapoel Haifa,2012 - Regular Season - 5 - Ironi Kiryat Shmona,5,Saturday
30,2012-09-29,19:00,2012,Regular Season,5,FC Ashdod,Ashdod,Maccabi Netanya,Netanya,Guy Berger,3000.0,3,0,1,0,0,2,12,7,7,Maccabi Netanya,1,8,False,False,False,False,True,False,False,False,0,0,0,1,0,15,,,0,7,,,Yud-Alef,7800.0,0.38461538461538464,8.006367567650246,8.961879012677683,1966,46,2116,Yud-Alef,Netanya,57.423522530876554,2012 - Regular Season - 5 - FC Ashdod,2012 - Regular Season - 5 - Maccabi Netanya,5,Saturday
31,2012-09-29,19:10,2012,Regular Season,5,Hapoel Acre,Acre,Maccabi Haifa,Haifa,Eitan Tabrizi,5000.0,0,0,0,0,1,4,7,12,1,Maccabi Haifa,4,12,False,False,False,False,True,False,False,False,0,0,0,1,0,8,,,0,2,,,Giv'at Napoleon,5000.0,1.0,8.517193191416238,8.517193191416238,2011,1,1,Giv'at Napoleon,Kiryat Eliezer,13.268812543772238,2012 - Regular Season - 5 - Hapoel Acre,2012 - Regular Season - 5 - Maccabi Haifa,5,Saturday
32,2012-09-29,21:00,2012,Regular Season,5,Bnei Yehuda Tel Aviv,Tel Aviv,Hapoel Ramat haSharon,Ramat haSharon,Haim Jakov,4000.0,2,2,0,0,1,5,7,6,7,Hapoel Ramat haSharon,5,6,False,False,False,False,False,False,True,False,0,0,0,1,0,8,,,0,8,,,Bloomfield,29400.0,0.1360544217687075,8.294049640102028,10.288749953326773,1962,50,2500,Bloomfield,Grundman,12.532931346252544,2012 - Regular Season - 5 - Bnei Yehuda Tel Aviv,2012 - Regular Season - 5 - Hapoel Ramat haSharon,5,Saturday
33,2012-09-29,21:10,2012,Regular Season,5,Hapoel Ramat Gan,Ramat Gan,Beitar Jerusalem,Jerusalem,Erez Papir,3000.0,2,2,0,0,1,9,4,11,1,Beitar Jerusalem,10,11,False,False,False,False,False,False,True,False,0,0,0,1,1,5,,,0,2,,,Ramat Gan,41583.0,0.07214486689272058,8.006367567650246,10.635446708881462,1950,62,3844,Ramat Gan,Teddy,51.987184195541644,2012 - Regular Season - 5 - Hapoel Ramat Gan,2012 - Regular Season - 5 - Beitar Jerusalem,5,Saturday
34,2012-10-01,21:50,2012,Regular Season,5,Hapoel Beer Sheva,Beer Sheva,Maccabi Tel Aviv,Tel Aviv,Alon Yefet,9500.0,3,1,1,0,0,10,3,1,12,Hapoel Beer Sheva,9,2,False,False,False,False,False,False,True,False,0,0,0,1,0,6,,,0,12,,,Vasermil,13000.0,0.7307692307692307,9.159047077588632,9.472704636443673,1959,53,2809,Vasermil,Bloomfield,88.50381648793554,2012 - Regular Season - 5 - Hapoel Beer Sheva,2012 - Regular Season - 5 - Maccabi Tel Aviv,0,Monday
35,2012-10-06,18:40,2012,Regular Season,6,Maccabi Haifa,Haifa,Hapoel Ramat Gan,Ramat Gan,Roi Reinshreiber,10000.0,2,0,1,0,0,12,2,10,5,Maccabi Haifa,12,11,False,False,False,True,False,False,False,False,0,0,0,1,0,5,,,1,5,,,Kiryat Eliezer,14000.0,0.7142857142857143,9.210340371976184,9.546812608597396,1955,57,3249,Kiryat Eliezer,Ramat Gan,81.92573419492494,2012 - Regular Season - 6 - Maccabi Haifa,2012 - Regular Season - 6 - Hapoel Ramat Gan,5,Saturday
36,2012-10-06,19:00,2012,Regular Season,6,Maccabi Netanya,Netanya,Hapoel Acre,Acre,Asaf Kenan,1500.0,1,3,0,1,0,8,7,4,8,Maccabi Netanya,9,4,False,False,False,False,True,False,False,False,0,0,0,1,0,7,,,0,11,,,Sar-Tov,7500.0,0.2,7.313220387090301,8.922658299524402,1943,69,4761,Netanya,Giv'at Napoleon,71.13022032007376,2012 - Regular Season - 6 - Maccabi Netanya,2012 - Regular Season - 6 - Hapoel Acre,5,Saturday
37,2012-10-06,19:00,2012,Regular Season,6,Ihud Bnei Sakhnin,Sakhnin,Bnei Yehuda Tel Aviv,Tel Aviv,Erez Papir,2000.0,2,2,0,0,1,14,1,5,8,Ihud Bnei Sakhnin,14,6,False,False,False,False,True,False,False,False,0,0,0,1,0,2,,,0,9,,,Doha,8500.0,0.23529411764705882,7.600902459542082,9.047821442478408,2006,6,36,Doha,Bloomfield,104.08872372945213,2012 - Regular Season - 6 - Ihud Bnei Sakhnin,2012 - Regular Season - 6 - Bnei Yehuda Tel Aviv,5,Saturday
38,2012-10-06,19:00,2012,Regular Season,6,Hapoel Ramat haSharon,Ramat haSharon,Hapoel Haifa,Haifa,Halim Zatma,1000.0,2,0,1,0,0,6,8,13,2,Hapoel Haifa,5,13,False,False,False,False,True,False,False,False,0,0,0,1,0,11,,,0,2,,,Grundman,4700.0,0.2127659574468085,6.907755278982137,8.45531778769815,1998,14,196,Grundman,Kiryat Eliezer,78.31477543481166,2012 - Regular Season - 6 - Hapoel Ramat haSharon,2012 - Regular Season - 6 - Hapoel Haifa,5,Saturday
39,2012-10-06,21:00,2012,Regular Season,6,Maccabi Tel Aviv,Tel Aviv,FC Ashdod,Ashdod,Daniel Bar Natan,13000.0,2,1,1,0,0,2,12,1,15,Maccabi Tel Aviv,2,1,False,False,False,False,False,False,True,False,0,0,0,1,0,15,,,0,15,,,Bloomfield,29400.0,0.4421768707482993,9.472704636443673,10.288749953326773,1962,50,2500,Bloomfield,Yud-Alef,28.811916682556806,2012 - Regular Season - 6 - Maccabi Tel Aviv,2012 - Regular Season - 6 - FC Ashdod,5,Saturday
40,2012-10-29,19:00,2012,Regular Season,6,Ironi Kiryat Shmona,Kiryat Shmona,Hapoel Beer Sheva,Beer Sheva,Haim Jakov,1500.0,1,1,0,0,1,7,7,9,6,Hapoel Beer Sheva,7,8,False,False,False,False,True,False,False,False,0,0,0,0,0,8,,,0,7,,,Kiryat Shmona Municipal,5300.0,0.2830188679245283,7.313220387090301,8.575462099540212,1989,23,529,Kiryat Shmona Municipal,Vasermil,229.1486580638953,2012 - Regular Season - 6 - Ironi Kiryat Shmona,2012 - Regular Season - 6 - Hapoel Beer Sheva,0,Monday
41,2012-10-29,20:50,2012,Regular Season,6,Beitar Jerusalem,Jerusalem,Hapoel Tel Aviv,Tel Aviv,Orel Grinfeld,18000.0,3,2,1,0,0,11,2,3,12,Beitar Jerusalem,10,3,False,False,False,False,False,True,False,False,0,0,0,1,0,5,,,0,12,,,Teddy,31733.0,0.5672328490845492,9.798127036878302,10.365112427854497,1990,22,484,Teddy,Bloomfield,52.53896813753319,2012 - Regular Season - 6 - Beitar Jerusalem,2012 - Regular Season - 6 - Hapoel Tel Aviv,0,Monday
42,2012-10-20,19:00,2012,Regular Season,7,Hapoel Haifa,Haifa,Hapoel Beer Sheva,Beer Sheva,Daniel Bar Natan,4000.0,0,0,0,0,1,13,2,8,7,Hapoel Haifa,14,7,False,False,False,False,True,False,False,False,0,0,0,1,0,3,,,0,8,,,Kiryat Eliezer,14000.0,0.2857142857142857,8.294049640102028,9.546812608597396,1955,57,3249,Kiryat Eliezer,Vasermil,175.45380741618396,2012 - Regular Season - 7 - Hapoel Haifa,2012 - Regular Season - 7 - Hapoel Beer Sheva,5,Saturday
43,2012-10-20,19:00,2012,Regular Season,7,FC Ashdod,Ashdod,Ironi Kiryat Shmona,Kiryat Shmona,Ziv Adler,3000.0,2,0,1,0,0,1,15,7,8,Ironi Kiryat Shmona,1,9,False,False,False,False,True,False,False,False,0,0,0,1,0,18,,,0,8,,,Yud-Alef,7800.0,0.38461538461538464,8.006367567650246,8.961879012677683,1966,46,2116,Yud-Alef,Kiryat Shmona Municipal,177.81548695417501,2012 - Regular Season - 7 - FC Ashdod,2012 - Regular Season - 7 - Ironi Kiryat Shmona,5,Saturday
44,2012-10-20,19:00,2012,Regular Season,7,Hapoel Ramat haSharon,Ramat haSharon,Ihud Bnei Sakhnin,Sakhnin,Guy Berger,300.0,1,3,0,1,0,5,11,14,2,Ihud Bnei Sakhnin,5,13,False,False,False,False,True,False,False,False,0,0,0,1,0,11,,,0,5,,,Grundman,4700.0,0.06382978723404255,5.703782474656201,8.45531778769815,1998,14,196,Grundman,Doha,92.20459344086267,2012 - Regular Season - 7 - Hapoel Ramat haSharon,2012 - Regular Season - 7 - Ihud Bnei Sakhnin,5,Saturday
45,2012-10-20,19:00,2012,Regular Season,7,Hapoel Ramat Gan,Ramat Gan,Maccabi Netanya,Netanya,Sahar Arbeli,1100.0,1,1,0,0,1,11,5,9,7,Hapoel Ramat Gan,11,10,False,False,False,False,True,False,False,False,0,0,0,1,1,6,,,0,8,,,Ramat Gan,41583.0,0.026453117860664215,7.003065458786462,10.635446708881462,1950,62,3844,Ramat Gan,Netanya,21.831459287270082,2012 - Regular Season - 7 - Hapoel Ramat Gan,2012 - Regular Season - 7 - Maccabi Netanya,5,Saturday
46,2012-10-20,21:05,2012,Regular Season,7,Hapoel Acre,Acre,Maccabi Tel Aviv,Tel Aviv,Orel Grinfeld,5000.0,0,2,0,1,0,4,11,2,15,Hapoel Acre,4,2,False,False,False,False,False,False,True,False,0,0,0,1,0,11,,,0,18,,,Giv'at Napoleon,5000.0,1.0,8.517193191416238,8.517193191416238,2011,1,1,Giv'at Napoleon,Bloomfield,99.72365341989246,2012 - Regular Season - 7 - Hapoel Acre,2012 - Regular Season - 7 - Maccabi Tel Aviv,5,Saturday
47,2012-10-21,21:00,2012,Regular Season,7,Bnei Yehuda Tel Aviv,Tel Aviv,Beitar Jerusalem,Jerusalem,Roi Reinshreiber,4200.0,1,2,0,1,0,6,9,10,5,Beitar Jerusalem,6,8,False,False,False,False,False,False,True,False,0,0,0,1,0,9,,,0,8,,,Bloomfield,29400.0,0.14285714285714285,8.34283980427146,10.288749953326773,1962,50,2500,Bloomfield,Teddy,52.53896813753319,2012 - Regular Season - 7 - Bnei Yehuda Tel Aviv,2012 - Regular Season - 7 - Beitar Jerusalem,6,Sunday
