,date,kot,season,round_type,round,home_team,home_team_city,away_team,away_team_city,referee,attendance,home_score,away_score,home_won,away_won,draw,home_pos_b4_game,home_lg_b4_game,away_pos_b4_game,away_lg_b4_game,underdog,home_position,away_position,kot_15_16,kot_16_17,kot_17_18,kot_18_19,kot_19_20,kot_20_21,kot_21_22,kot_22_23,derby,while_world_cup,while_champion_league,while_european_games,home_promoted,home_league_pts,home_is_relegated,home_is_champion,away_promoted,away_league_pts,away_is_relegated,away_is_champion,game_stadium,capacity,att_ratio,ln(attendance),ln(capacity),built_in,stadium_age,stadium_age_squared,home_team_stadium,away_team_stadium,distance_in_km,home_key,away_key,day_of_week_num,day_of_week
50,2022-10-15,19:00,2022,Regular Season,8,FC Ashdod,Ashdod,Hapoel Haifa,Haifa,Eitan Shmuelevic,1112,4,0,1,0,0,6,10,9,8,Hapoel Haifa,5,10,False,False,False,False,True,False,False,False,0,0,0,1,0,13,,,0,8,,,Yud-Alef,7800.0,0.14256410256410257,7.013915474810528,8.961879012677683,1966,56,3136,Yud-Alef,Sammy Ofer,111.91424626881171,2022 - Regular Season - 8 - FC Ashdod,2022 - Regular Season - 8 - Hapoel Haifa,5,Saturday
51,2022-10-15,19:45,2022,Regular Season,8,Beitar Jerusalem,Jerusalem,Ironi Kiryat Shmona,Kiryat Shmona,Idan Leiba,6000,2,0,1,0,0,14,3,10,8,Beitar Jerusalem,13,9,False,False,False,False,True,False,False,False,0,0,0,1,0,6,,,0,8,,,Teddy,31733.0,0.1890776163615164,8.699514748210191,10.365112427854497,1990,32,1024,Teddy,Kiryat Shmona Municipal,165.58462476147065,2022 - Regular Season - 8 - Beitar Jerusalem,2022 - Regular Season - 8 - Ironi Kiryat Shmona,5,Saturday
52,2022-10-15,20:15,2022,Regular Season,8,Ihud Bnei Sakhnin,Sakhnin,Maccabi Tel Aviv,Tel Aviv,David Fucsman,5000,0,1,0,1,0,5,13,1,16,Ihud Bnei Sakhnin,6,1,False,False,False,False,False,True,False,False,0,0,0,1,0,13,,,0,19,,,Doha,8500.0,0.5882352941176471,8.517193191416238,9.047821442478408,2006,16,256,Doha,Bloomfield,104.08872372945213,2022 - Regular Season - 8 - Ihud Bnei Sakhnin,2022 - Regular Season - 8 - Maccabi Tel Aviv,5,Saturday
53,2022-10-17,19:30,2022,Regular Season,8,Maccabi Netanya,Netanya,Hapoel Jerusalem,Jerusalem,Ohad Asulin,6281,0,2,0,1,0,11,6,3,14,Maccabi Netanya,11,3,False,False,False,False,True,False,False,False,0,0,0,0,0,6,,,0,17,,,Netanya,13800.0,0.45514492753623187,8.74528448245438,9.532423871145296,2012,10,100,Netanya,Teddy,67.68303794070863,2022 - Regular Season - 8 - Maccabi Netanya,2022 - Regular Season - 8 - Hapoel Jerusalem,0,Monday
54,2022-10-17,20:00,2022,Regular Season,8,Hapoel Beer Sheva,Beer Sheva,Sekzia Ness Ziona,Ness Ziona,Nael Odeh,9770,1,1,0,0,1,4,13,12,4,Sekzia Ness Ziona,4,14,False,False,False,False,False,True,False,False,0,0,0,1,0,14,,,1,5,,,Turner,16126.0,0.6058539005333002,9.187071745036828,9.688188155244967,2015,7,49,Turner,HaMoshava,92.49370355690822,2022 - Regular Season - 8 - Hapoel Beer Sheva,2022 - Regular Season - 8 - Sekzia Ness Ziona,0,Monday
55,2022-10-17,20:30,2022,Regular Season,8,Maccabi Haifa,Haifa,Hapoel Hadera,Hadera,Snir Levi,29764,1,0,1,0,0,2,15,7,10,Hapoel Hadera,2,7,False,False,False,False,False,True,False,False,0,0,0,1,0,18,,,0,10,,,Sammy Ofer,30858.0,0.9645472810940436,10.301054888517152,10.337151315002972,2014,8,64,Sammy Ofer,Netanya,55.00741285608684,2022 - Regular Season - 8 - Maccabi Haifa,2022 - Regular Season - 8 - Hapoel Hadera,0,Monday
56,2022-10-22,17:30,2022,Regular Season,9,Hapoel Jerusalem,Jerusalem,Hapoel Beer Sheva,Beer Sheva,Orel Grinfeld,4907,1,4,0,1,0,3,17,4,14,Hapoel Beer Sheva,4,3,False,False,True,False,False,False,False,False,0,0,0,1,0,17,,,0,17,,,Teddy,31733.0,0.15463397724766018,8.498418036089904,10.365112427854497,1990,32,1024,Teddy,Turner,65.81013503318253,2022 - Regular Season - 9 - Hapoel Jerusalem,2022 - Regular Season - 9 - Hapoel Beer Sheva,5,Saturday
57,2022-10-22,18:45,2022,Regular Season,9,Hapoel Haifa,Haifa,Sekzia Ness Ziona,Ness Ziona,Erez Papir,1980,0,1,0,1,0,10,8,14,5,Sekzia Ness Ziona,11,12,False,False,False,True,False,False,False,False,0,0,0,1,0,8,,,1,8,,,Sammy Ofer,30858.0,0.0641648843087692,7.590852123688581,10.337151315002972,2014,8,64,Sammy Ofer,HaMoshava,75.84154503558618,2022 - Regular Season - 9 - Hapoel Haifa,2022 - Regular Season - 9 - Sekzia Ness Ziona,5,Saturday
58,2022-10-22,19:45,2022,Regular Season,9,FC Ashdod,Ashdod,Beitar Jerusalem,Jerusalem,Aviad Shiloah,5101,0,2,0,1,0,6,13,13,6,Beitar Jerusalem,5,9,False,False,False,False,True,False,False,False,0,0,0,1,0,13,,,0,9,,,Yud-Alef,7800.0,0.653974358974359,8.537191877922927,8.961879012677683,1966,56,3136,Yud-Alef,Teddy,51.78822460754719,2022 - Regular Season - 9 - FC Ashdod,2022 - Regular Season - 9 - Beitar Jerusalem,5,Saturday
59,2022-10-22,20:15,2022,Regular Season,9,Ironi Kiryat Shmona,Kiryat Shmona,Maccabi Haifa,Haifa,Nael Odeh,5202,2,3,0,1,0,9,8,2,18,Ironi Kiryat Shmona,10,2,False,False,False,False,False,True,False,False,0,0,0,1,0,8,,,0,21,,,Kiryat Shmona Municipal,5300.0,0.9815094339622642,8.556798446008598,8.575462099540212,1989,33,1089,Kiryat Shmona Municipal,Sammy Ofer,74.01608129373125,2022 - Regular Season - 9 - Ironi Kiryat Shmona,2022 - Regular Season - 9 - Maccabi Haifa,5,Saturday
60,2022-10-23,19:00,2022,Regular Season,9,Maccabi Bnei Reineh,Reineh,Ihud Bnei Sakhnin,Sakhnin,Roi Reinshreiber,2870,2,0,1,0,0,8,9,5,13,Maccabi Bnei Reineh,7,6,False,False,False,False,True,False,False,False,0,0,0,1,1,12,,,0,13,,,Green,5200.0,0.551923076923077,7.962067308753666,8.556413904569519,1965,57,3249,Green,Doha,19.613495445696,2022 - Regular Season - 9 - Maccabi Bnei Reineh,2022 - Regular Season - 9 - Ihud Bnei Sakhnin,6,Sunday
61,2022-10-23,21:00,2022,Regular Season,9,Hapoel Hadera,Hadera,Hapoel Tel Aviv,Tel Aviv,Gal Levi,2400,0,0,0,0,1,7,10,12,6,Hapoel Tel Aviv,8,13,False,False,False,False,False,False,True,False,0,0,0,1,0,11,,,0,7,,,Netanya,13800.0,0.17391304347826086,7.783224016336037,9.532423871145296,2012,10,100,Netanya,Bloomfield,28.62028018889023,2022 - Regular Season - 9 - Hapoel Hadera,2022 - Regular Season - 9 - Hapoel Tel Aviv,6,Sunday
62,2022-10-24,20:30,2022,Regular Season,9,Maccabi Tel Aviv,Tel Aviv,Maccabi Netanya,Netanya,Gal Leibovitz,25318,3,0,1,0,0,1,19,11,6,Maccabi Netanya,1,14,False,False,False,False,False,True,False,False,0,0,0,1,0,22,,,0,6,,,Bloomfield,29400.0,0.861156462585034,10.139270884196774,10.288749953326773,1962,60,3600,Bloomfield,Netanya,28.62028018889023,2022 - Regular Season - 9 - Maccabi Tel Aviv,2022 - Regular Season - 9 - Maccabi Netanya,0,Monday
63,2022-10-29,17:00,2022,Regular Season,10,Maccabi Haifa,Haifa,FC Ashdod,Ashdod,Gal Leibovitz,29176,3,1,1,0,0,2,21,6,13,FC Ashdod,1,6,False,False,True,False,False,False,False,False,0,0,0,1,0,24,,,0,13,,,Sammy Ofer,30858.0,0.9454922548447728,10.281101732488516,10.337151315002972,2014,8,64,Sammy Ofer,Yud-Alef,111.91424626881171,2022 - Regular Season - 10 - Maccabi Haifa,2022 - Regular Season - 10 - FC Ashdod,5,Saturday
64,2022-10-29,18:45,2022,Regular Season,10,Ihud Bnei Sakhnin,Sakhnin,Hapoel Hadera,Hadera,Yoav Mizrahi,2000,1,4,0,1,0,5,13,8,11,Hapoel Hadera,7,5,False,False,False,True,False,False,False,False,0,0,0,1,0,13,,,0,14,,,Doha,8500.0,0.23529411764705882,7.600902459542082,9.047821442478408,2006,16,256,Doha,Netanya,76.03997589403676,2022 - Regular Season - 10 - Ihud Bnei Sakhnin,2022 - Regular Season - 10 - Hapoel Hadera,5,Saturday
65,2022-10-29,18:45,2022,Regular Season,10,Sekzia Ness Ziona,Ness Ziona,Hapoel Jerusalem,Jerusalem,Majed Rushrush,1276,0,2,0,1,0,12,8,4,17,Sekzia Ness Ziona,14,4,False,False,False,True,False,False,False,False,0,0,0,1,1,8,,,0,20,,,HaMoshava,11500.0,0.11095652173913044,7.151485463904735,9.350102314351341,2011,11,121,HaMoshava,Teddy,49.83677550365053,2022 - Regular Season - 10 - Sekzia Ness Ziona,2022 - Regular Season - 10 - Hapoel Jerusalem,5,Saturday
66,2022-10-29,19:30,2022,Regular Season,10,Maccabi Netanya,Netanya,Maccabi Bnei Reineh,Reineh,Shalom Ben Avraham,0,2,1,1,0,0,14,6,7,12,Maccabi Netanya,12,8,False,False,False,False,True,False,False,False,0,0,0,1,0,9,,,1,12,,,Netanya,13800.0,0.0,0.0,9.532423871145296,2012,10,100,Netanya,Green,60.712232383898765,2022 - Regular Season - 10 - Maccabi Netanya,2022 - Regular Season - 10 - Maccabi Bnei Reineh,5,Saturday
67,2022-10-29,20:15,2022,Regular Season,10,Beitar Jerusalem,Jerusalem,Hapoel Haifa,Haifa,Niv Steif,11000,0,0,0,0,1,9,9,11,8,Hapoel Haifa,10,11,False,False,False,False,False,True,False,False,0,0,0,1,0,10,,,0,9,,,Teddy,31733.0,0.34664229666278007,9.305650551780507,10.365112427854497,1990,32,1024,Teddy,Sammy Ofer,116.4007000708512,2022 - Regular Season - 10 - Beitar Jerusalem,2022 - Regular Season - 10 - Hapoel Haifa,5,Saturday
68,2022-10-30,20:15,2022,Regular Season,10,Hapoel Tel Aviv,Tel Aviv,Ironi Kiryat Shmona,Kiryat Shmona,Ohad Asulin,0,2,1,1,0,0,13,7,10,8,Hapoel Tel Aviv,9,13,False,False,False,False,False,True,False,False,0,0,0,1,0,10,,,0,8,,,Bloomfield,29400.0,0.0,0.0,10.288749953326773,1962,60,3600,Bloomfield,Kiryat Shmona Municipal,149.2857438267817,2022 - Regular Season - 10 - Hapoel Tel Aviv,2022 - Regular Season - 10 - Ironi Kiryat Shmona,6,Sunday
69,2022-10-31,20:30,2022,Regular Season,10,Hapoel Beer Sheva,Beer Sheva,Maccabi Tel Aviv,Tel Aviv,Eitan Shmuelevic,15060,2,0,1,0,0,3,17,1,22,Hapoel Beer Sheva,3,2,False,False,False,False,False,True,False,False,0,0,0,1,0,20,,,0,22,,,Turner,16126.0,0.9338955723676051,9.619797501353885,9.688188155244967,2015,7,49,Turner,Bloomfield,86.29874526368715,2022 - Regular Season - 10 - Hapoel Beer Sheva,2022 - Regular Season - 10 - Maccabi Tel Aviv,0,Monday
70,2022-11-05,15:00,2022,Regular Season,11,Maccabi Tel Aviv,Tel Aviv,Sekzia Ness Ziona,Ness Ziona,Snir Levi,21449,1,1,0,0,1,2,22,14,8,Sekzia Ness Ziona,2,14,True,False,False,False,False,False,False,False,0,0,0,1,0,23,,,1,9,,,Bloomfield,29400.0,0.7295578231292517,9.973433303222794,10.288749953326773,1962,60,3600,Bloomfield,HaMoshava,11.407364209149236,2022 - Regular Season - 11 - Maccabi Tel Aviv,2022 - Regular Season - 11 - Sekzia Ness Ziona,5,Saturday
71,2022-11-05,17:30,2022,Regular Season,11,Hapoel Hadera,Hadera,Maccabi Netanya,Netanya,Nael Odeh,3918,3,1,1,0,0,5,14,12,9,Maccabi Netanya,5,13,False,False,True,False,False,False,False,False,0,0,0,1,0,17,,,0,9,,,Netanya,13800.0,0.28391304347826085,8.273336598504486,9.532423871145296,2012,10,100,Netanya,Netanya,0.0,2022 - Regular Season - 11 - Hapoel Hadera,2022 - Regular Season - 11 - Maccabi Netanya,5,Saturday
72,2022-11-05,18:00,2022,Regular Season,11,Hapoel Haifa,Haifa,Hapoel Jerusalem,Jerusalem,Roi Reinshreiber,4450,1,0,1,0,0,11,9,4,20,Hapoel Haifa,8,4,False,False,False,True,False,False,False,False,0,0,0,1,0,12,,,0,20,,,Sammy Ofer,30858.0,0.14420895715859744,8.400659375160286,10.337151315002972,2014,8,64,Sammy Ofer,Teddy,116.4007000708512,2022 - Regular Season - 11 - Hapoel Haifa,2022 - Regular Season - 11 - Hapoel Jerusalem,5,Saturday
73,2022-11-05,18:00,2022,Regular Season,11,Ironi Kiryat Shmona,Kiryat Shmona,Ihud Bnei Sakhnin,Sakhnin,Erez Papir,2500,1,1,0,0,1,13,8,7,13,Ironi Kiryat Shmona,12,7,False,False,False,True,False,False,False,False,0,0,0,1,0,9,,,0,14,,,Kiryat Shmona Municipal,5300.0,0.4716981132075472,7.824046010856292,8.575462099540212,1989,33,1089,Kiryat Shmona Municipal,Doha,45.24673360913343,2022 - Regular Season - 11 - Ironi Kiryat Shmona,2022 - Regular Season - 11 - Ihud Bnei Sakhnin,5,Saturday
74,2022-11-05,19:30,2022,Regular Season,11,FC Ashdod,Ashdod,Hapoel Tel Aviv,Tel Aviv,David Fucsman,4677,1,0,1,0,0,6,13,9,10,Hapoel Tel Aviv,6,10,False,False,False,False,True,False,False,False,0,0,0,1,0,16,,,0,10,,,Yud-Alef,7800.0,0.5996153846153847,8.450412157725886,8.961879012677683,1966,56,3136,Yud-Alef,Bloomfield,28.811916682556806,2022 - Regular Season - 11 - FC Ashdod,2022 - Regular Season - 11 - Hapoel Tel Aviv,5,Saturday
75,2022-11-06,20:15,2022,Regular Season,11,Maccabi Bnei Reineh,Reineh,Hapoel Beer Sheva,Beer Sheva,Gal Leibovitz,1791,0,3,0,1,0,8,12,3,20,Maccabi Bnei Reineh,9,3,False,False,False,False,False,True,False,False,0,0,0,1,1,12,,,0,23,,,Green,5200.0,0.34442307692307694,7.490529402060711,8.556413904569519,1965,57,3249,Green,Turner,164.89807120665517,2022 - Regular Season - 11 - Maccabi Bnei Reineh,2022 - Regular Season - 11 - Hapoel Beer Sheva,6,Sunday
76,2022-11-06,20:30,2022,Regular Season,11,Beitar Jerusalem,Jerusalem,Maccabi Haifa,Haifa,Orel Grinfeld,19000,1,4,0,1,0,10,10,1,24,Beitar Jerusalem,11,1,False,False,False,False,False,True,False,False,0,0,0,1,0,10,,,0,27,,,Teddy,31733.0,0.5987457851448019,9.852194258148577,10.365112427854497,1990,32,1024,Teddy,Sammy Ofer,116.4007000708512,2022 - Regular Season - 11 - Beitar Jerusalem,2022 - Regular Season - 11 - Maccabi Haifa,6,Sunday
77,2022-11-08,19:00,2022,Regular Season,12,Ihud Bnei Sakhnin,Sakhnin,FC Ashdod,Ashdod,Ohad Asulin,1130,1,1,0,0,1,7,14,6,16,Ihud Bnei Sakhnin,7,5,False,False,False,False,True,False,False,False,0,0,0,1,0,15,,,0,17,,,Doha,8500.0,0.13294117647058823,7.029972911706386,9.047821442478408,2006,16,256,Doha,Yud-Alef,132.6922933820839,2022 - Regular Season - 12 - Ihud Bnei Sakhnin,2022 - Regular Season - 12 - FC Ashdod,1,Tuesday
78,2022-11-08,20:00,2022,Regular Season,12,Maccabi Netanya,Netanya,Ironi Kiryat Shmona,Kiryat Shmona,Gal Levi,4469,1,0,1,0,0,13,9,12,9,Maccabi Netanya,11,14,False,False,False,False,False,True,False,False,0,0,0,1,0,12,,,0,9,,,Netanya,13800.0,0.3238405797101449,8.404919948933452,9.532423871145296,2012,10,100,Netanya,Kiryat Shmona Municipal,121.28583945619715,2022 - Regular Season - 12 - Maccabi Netanya,2022 - Regular Season - 12 - Ironi Kiryat Shmona,1,Tuesday
79,2022-11-08,20:15,2022,Regular Season,12,Hapoel Jerusalem,Jerusalem,Maccabi Tel Aviv,Tel Aviv,Erez Papir,7796,0,3,0,1,0,4,20,2,23,Hapoel Jerusalem,4,2,False,False,False,False,False,True,False,False,0,0,0,1,0,20,,,0,26,,,Teddy,31733.0,0.24567484952573032,8.961366060627451,10.365112427854497,1990,32,1024,Teddy,Bloomfield,52.53896813753319,2022 - Regular Season - 12 - Hapoel Jerusalem,2022 - Regular Season - 12 - Maccabi Tel Aviv,1,Tuesday
80,2022-11-09,19:00,2022,Regular Season,12,Sekzia Ness Ziona,Ness Ziona,Maccabi Bnei Reineh,Reineh,Yoav Mizrahi,815,3,3,0,0,1,14,9,9,12,Sekzia Ness Ziona,12,9,False,False,False,False,True,False,False,False,0,0,0,1,1,10,,,1,13,,,HaMoshava,11500.0,0.07086956521739131,6.703188113240863,9.350102314351341,2011,11,121,HaMoshava,Green,77.30034115298335,2022 - Regular Season - 12 - Sekzia Ness Ziona,2022 - Regular Season - 12 - Maccabi Bnei Reineh,2,Wednesday
81,2022-11-09,20:00,2022,Regular Season,12,Hapoel Beer Sheva,Beer Sheva,Hapoel Hadera,Hadera,Shalom Ben Avraham,11852,3,0,1,0,0,3,23,5,17,Hapoel Hadera,3,6,False,False,False,False,False,True,False,False,0,0,0,1,0,26,,,0,17,,,Turner,16126.0,0.7349621728885031,9.380251908693456,9.688188155244967,2015,7,49,Turner,Netanya,113.49021676171931,2022 - Regular Season - 12 - Hapoel Beer Sheva,2022 - Regular Season - 12 - Hapoel Hadera,2,Wednesday
82,2022-11-09,20:15,2022,Regular Season,12,Hapoel Tel Aviv,Tel Aviv,Beitar Jerusalem,Jerusalem,Eitan Shmuelevic,0,2,1,1,0,0,10,10,11,10,Beitar Jerusalem,8,13,False,False,False,False,False,True,False,False,0,0,0,1,0,13,,,0,10,,,Bloomfield,29400.0,0.0,0.0,10.288749953326773,1962,60,3600,Bloomfield,Teddy,52.53896813753319,2022 - Regular Season - 12 - Hapoel Tel Aviv,2022 - Regular Season - 12 - Beitar Jerusalem,2,Wednesday
83,2022-11-09,20:30,2022,Regular Season,12,Hapoel Haifa,Haifa,Maccabi Haifa,Haifa,Idan Leiba,26900,0,1,0,1,0,8,12,1,27,Hapoel Haifa,10,1,False,False,False,False,False,True,False,False,1,0,0,1,0,12,,,0,30,,,Sammy Ofer,30858.0,0.8717350443969148,10.19988156558993,10.337151315002972,2014,8,64,Sammy Ofer,Sammy Ofer,0.0,2022 - Regular Season - 12 - Hapoel Haifa,2022 - Regular Season - 12 - Maccabi Haifa,2,Wednesday
84,2022-11-12,15:00,2022,Regular Season,13,FC Ashdod,Ashdod,Maccabi Netanya,Netanya,Igal Frid,2185,2,3,0,1,0,5,17,11,12,Maccabi Netanya,6,8,True,False,False,False,False,False,False,False,0,0,0,1,0,17,,,0,15,,,Yud-Alef,7800.0,0.28012820512820513,7.68937110752969,8.961879012677683,1966,56,3136,Yud-Alef,Netanya,57.423522530876554,2022 - Regular Season - 13 - FC Ashdod,2022 - Regular Season - 13 - Maccabi Netanya,5,Saturday
85,2022-11-12,17:30,2022,Regular Season,13,Hapoel Hadera,Hadera,Sekzia Ness Ziona,Ness Ziona,Niv Steif,1094,0,0,0,0,1,6,17,12,10,Sekzia Ness Ziona,5,13,False,False,True,False,False,False,False,False,0,0,0,1,0,18,,,1,11,,,Netanya,13800.0,0.07927536231884058,6.9975959829819265,9.532423871145296,2012,10,100,Netanya,HaMoshava,21.068620422647992,2022 - Regular Season - 13 - Hapoel Hadera,2022 - Regular Season - 13 - Sekzia Ness Ziona,5,Saturday
86,2022-11-12,19:30,2022,Regular Season,13,Maccabi Tel Aviv,Tel Aviv,Hapoel Haifa,Haifa,Nael Odeh,20829,1,0,1,0,0,2,26,10,12,Hapoel Haifa,2,12,False,False,False,False,True,False,False,False,0,0,0,1,0,29,,,0,12,,,Bloomfield,29400.0,0.708469387755102,9.944101525421383,10.288749953326773,1962,60,3600,Bloomfield,Sammy Ofer,83.34157294325398,2022 - Regular Season - 13 - Maccabi Tel Aviv,2022 - Regular Season - 13 - Hapoel Haifa,5,Saturday
87,2022-11-13,19:00,2022,Regular Season,13,Maccabi Bnei Reineh,Reineh,Hapoel Jerusalem,Jerusalem,David Fucsman,1000,0,2,0,1,0,9,13,4,20,Maccabi Bnei Reineh,10,4,False,False,False,False,True,False,False,False,0,0,0,1,1,13,,,0,23,,,Green,5200.0,0.19230769230769232,6.907755278982137,8.556413904569519,1965,57,3249,Green,Teddy,104.7171302011535,2022 - Regular Season - 13 - Maccabi Bnei Reineh,2022 - Regular Season - 13 - Hapoel Jerusalem,6,Sunday
88,2022-11-13,20:00,2022,Regular Season,13,Ironi Kiryat Shmona,Kiryat Shmona,Hapoel Beer Sheva,Beer Sheva,Roi Reinshreiber,2200,0,2,0,1,0,14,9,3,26,Ironi Kiryat Shmona,14,3,False,False,False,False,False,True,False,False,0,0,0,1,0,9,,,0,29,,,Kiryat Shmona Municipal,5300.0,0.41509433962264153,7.696212639346407,8.575462099540212,1989,33,1089,Kiryat Shmona Municipal,Turner,227.27961934268316,2022 - Regular Season - 13 - Ironi Kiryat Shmona,2022 - Regular Season - 13 - Hapoel Beer Sheva,6,Sunday
89,2022-11-13,20:30,2022,Regular Season,13,Maccabi Haifa,Haifa,Hapoel Tel Aviv,Tel Aviv,Snir Levi,29742,5,2,1,0,0,1,30,8,13,Hapoel Tel Aviv,1,9,False,False,False,False,False,True,False,False,0,0,0,1,0,33,,,0,13,,,Sammy Ofer,30858.0,0.9638343379350574,10.300315467248629,10.337151315002972,2014,8,64,Sammy Ofer,Bloomfield,83.34157294325398,2022 - Regular Season - 13 - Maccabi Haifa,2022 - Regular Season - 13 - Hapoel Tel Aviv,6,Sunday
90,2022-11-14,20:15,2022,Regular Season,13,Beitar Jerusalem,Jerusalem,Ihud Bnei Sakhnin,Sakhnin,Aviad Shiloah,12000,2,1,1,0,0,13,10,7,15,Beitar Jerusalem,11,7,False,False,False,False,False,True,False,False,0,0,0,0,0,13,,,0,15,,,Teddy,31733.0,0.3781552327230328,9.392661928770137,10.365112427854497,1990,32,1024,Teddy,Doha,124.2265572489955,2022 - Regular Season - 13 - Beitar Jerusalem,2022 - Regular Season - 13 - Ihud Bnei Sakhnin,0,Monday
91,2022-12-17,15:00,2022,Regular Season,14,Hapoel Tel Aviv,Tel Aviv,Hapoel Haifa,Haifa,Shalom Ben Avraham,0,3,3,0,0,1,9,13,12,12,Hapoel Haifa,10,11,True,False,False,False,False,False,False,False,0,1,0,0,0,14,,,0,13,,,Bloomfield,29400.0,0.0,0.0,10.288749953326773,1962,60,3600,Bloomfield,Sammy Ofer,83.34157294325398,2022 - Regular Season - 14 - Hapoel Tel Aviv,2022 - Regular Season - 14 - Hapoel Haifa,5,Saturday
92,2022-12-17,15:00,2022,Regular Season,14,Hapoel Hadera,Hadera,Hapoel Jerusalem,Jerusalem,Snir Levi,1250,0,0,0,0,1,5,18,4,23,Hapoel Hadera,5,4,True,False,False,False,False,False,False,False,0,1,0,0,0,19,,,0,24,,,Netanya,13800.0,0.09057971014492754,7.1308988302963465,9.532423871145296,2012,10,100,Netanya,Teddy,67.68303794070863,2022 - Regular Season - 14 - Hapoel Hadera,2022 - Regular Season - 14 - Hapoel Jerusalem,5,Saturday
93,2022-12-17,20:30,2022,Regular Season,14,Beitar Jerusalem,Jerusalem,Maccabi Netanya,Netanya,Gal Leibovitz,8500,6,3,1,0,0,11,13,8,15,Beitar Jerusalem,7,9,False,False,False,False,False,True,False,False,0,1,0,0,0,16,,,0,15,,,Teddy,31733.0,0.2678599565121482,9.047821442478408,10.365112427854497,1990,32,1024,Teddy,Netanya,67.68303794070863,2022 - Regular Season - 14 - Beitar Jerusalem,2022 - Regular Season - 14 - Maccabi Netanya,5,Saturday
94,2022-12-17,20:30,2022,Regular Season,14,FC Ashdod,Ashdod,Hapoel Beer Sheva,Beer Sheva,Orel Grinfeld,2230,0,1,0,1,0,6,17,3,29,FC Ashdod,6,3,False,False,False,False,False,True,False,False,0,1,0,0,0,17,,,0,32,,,Yud-Alef,7800.0,0.2858974358974359,7.709756864454165,8.961879012677683,1966,56,3136,Yud-Alef,Turner,60.809875281897874,2022 - Regular Season - 14 - FC Ashdod,2022 - Regular Season - 14 - Hapoel Beer Sheva,5,Saturday
95,2022-12-19,19:00,2022,Regular Season,14,Ironi Kiryat Shmona,Kiryat Shmona,Sekzia Ness Ziona,Ness Ziona,Eitan Shmuelevic,988,3,3,0,0,1,14,9,13,11,Ironi Kiryat Shmona,14,13,False,False,False,False,True,False,False,False,0,0,0,0,0,10,,,1,12,,,Kiryat Shmona Municipal,5300.0,0.18641509433962264,6.895682697747868,8.575462099540212,1989,33,1089,Kiryat Shmona Municipal,HaMoshava,139.3706366673129,2022 - Regular Season - 14 - Ironi Kiryat Shmona,2022 - Regular Season - 14 - Sekzia Ness Ziona,0,Monday
96,2022-12-19,20:15,2022,Regular Season,14,Maccabi Bnei Reineh,Reineh,Maccabi Tel Aviv,Tel Aviv,Ohad Asulin,3190,0,2,0,1,0,10,13,2,29,Maccabi Bnei Reineh,12,2,False,False,False,False,False,True,False,False,0,0,0,0,1,13,,,0,32,,,Green,5200.0,0.6134615384615385,8.06777619577889,8.556413904569519,1965,57,3249,Green,Bloomfield,87.66565729273792,2022 - Regular Season - 14 - Maccabi Bnei Reineh,2022 - Regular Season - 14 - Maccabi Tel Aviv,0,Monday
97,2022-12-19,20:30,2022,Regular Season,14,Maccabi Haifa,Haifa,Ihud Bnei Sakhnin,Sakhnin,Nael Odeh,27152,3,1,1,0,0,1,33,7,15,Ihud Bnei Sakhnin,1,8,False,False,False,False,False,True,False,False,0,0,0,0,0,36,,,0,15,,,Sammy Ofer,30858.0,0.8799014842180309,10.209205987474007,10.337151315002972,2014,8,64,Sammy Ofer,Doha,33.654959093171044,2022 - Regular Season - 14 - Maccabi Haifa,2022 - Regular Season - 14 - Ihud Bnei Sakhnin,0,Monday
98,2022-12-24,15:00,2022,Regular Season,15,Maccabi Tel Aviv,Tel Aviv,Hapoel Hadera,Hadera,David Fucsman,16850,5,0,1,0,0,2,32,5,19,Hapoel Hadera,2,5,True,False,False,False,False,False,False,False,0,0,0,0,0,35,,,0,19,,,Bloomfield,29400.0,0.5731292517006803,9.732105935780508,10.288749953326773,1962,60,3600,Bloomfield,Netanya,28.62028018889023,2022 - Regular Season - 15 - Maccabi Tel Aviv,2022 - Regular Season - 15 - Hapoel Hadera,5,Saturday
99,2022-12-24,17:30,2022,Regular Season,15,Hapoel Jerusalem,Jerusalem,Ironi Kiryat Shmona,Kiryat Shmona,Niv Steif,1345,1,1,0,0,1,4,24,14,10,Ironi Kiryat Shmona,4,14,False,False,True,False,False,False,False,False,0,0,0,0,0,25,,,0,11,,,Teddy,31733.0,0.04238489900103993,7.20414929203594,10.365112427854497,1990,32,1024,Teddy,Kiryat Shmona Municipal,165.58462476147065,2022 - Regular Season - 15 - Hapoel Jerusalem,2022 - Regular Season - 15 - Ironi Kiryat Shmona,5,Saturday
100,2022-12-24,18:00,2022,Regular Season,15,Hapoel Haifa,Haifa,Maccabi Bnei Reineh,Reineh,Gal Levi,2300,0,0,0,0,1,11,13,12,13,Maccabi Bnei Reineh,12,13,False,False,False,True,False,False,False,False,0,0,0,0,0,14,,,1,14,,,Sammy Ofer,30858.0,0.07453496662129756,7.7406644019172415,10.337151315002972,2014,8,64,Sammy Ofer,Green,34.05359535341185,2022 - Regular Season - 15 - Hapoel Haifa,2022 - Regular Season - 15 - Maccabi Bnei Reineh,5,Saturday
