,date,kot,season,round_type,round,home_team,home_team_city,away_team,away_team_city,referee,attendance,home_score,away_score,home_won,away_won,draw,home_pos_b4_game,home_lg_b4_game,away_pos_b4_game,away_lg_b4_game,underdog,home_position,away_position,kot_15_16,kot_16_17,kot_17_18,kot_18_19,kot_19_20,kot_20_21,kot_21_22,kot_22_23,derby,while_world_cup,while_champion_league,while_european_games,home_promoted,home_league_pts,home_is_relegated,home_is_champion,away_promoted,away_league_pts,away_is_relegated,away_is_champion,game_stadium,capacity,att_ratio,ln(attendance),ln(capacity),built_in,stadium_age,stadium_age_squared,home_team_stadium,away_team_stadium,distance_in_km,home_key,away_key,day_of_week_num,day_of_week
568,13/12/2014,19:45,2014,Regular Season,13,Hapoel Tel Aviv,Tel Aviv,Maccabi Petah Tikva,Petah Tikva,Eitan Shmuelevic,5352,1,2,0,1,0,4,17,6,16,Maccabi Petah Tikva,10,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,17,,,0,19,,,Bloomfield,29400,0.182040816,8.585225602,10.28874995,1962,52,2704,Bloomfield,HaMoshava,11.40736421,2014 - Regular Season - 13 - Hapoel Tel Aviv,2014 - Regular Season - 13 - Maccabi Petah Tikva,5,Saturday
569,14/12/2014,20:55,2014,Regular Season,13,Hapoel Haifa,Haifa,Maccabi Haifa,Haifa,Eli Hacmon,22250,0,4,0,1,0,14,11,8,15,Hapoel Haifa,14,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,11,,,0,18,,,Sammy Ofer,30858,0.721044786,10.01009729,10.33715132,2014,0,0,Sammy Ofer,Sammy Ofer,0,2014 - Regular Season - 13 - Hapoel Haifa,2014 - Regular Season - 13 - Maccabi Haifa,6,Sunday
570,15/12/2014,20:00,2014,Regular Season,13,Beitar Jerusalem,Jerusalem,Hapoel Raanana,Raanana,Roi Reinshreiber,6500,0,0,0,0,1,7,15,11,12,Hapoel Raanana,7,11,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,16,,,0,13,,,HaMoshava,11500,0.565217391,8.779557456,9.350102314,2011,3,9,Teddy,Netanya,67.68303794,2014 - Regular Season - 13 - Beitar Jerusalem,2014 - Regular Season - 13 - Hapoel Raanana,0,Monday
571,20/12/2014,18:00,2014,Regular Season,14,Hapoel Haifa,Haifa,Hapoel Acre,Acre,Eitan Shmuelevic,2100,1,0,1,0,0,14,11,13,12,Hapoel Haifa,13,14,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,14,,,0,12,,,Sammy Ofer,30858,0.068053665,7.649692624,10.33715132,2014,0,0,Sammy Ofer,Acre Municipal,17.86524609,2014 - Regular Season - 14 - Hapoel Haifa,2014 - Regular Season - 14 - Hapoel Acre,5,Saturday
572,20/12/2014,18:00,2014,Regular Season,14,Ironi Kiryat Shmona,Kiryat Shmona,FC Ashdod,Ashdod,Gal Leibovitz,3500,1,0,1,0,0,2,29,6,17,FC Ashdod,1,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,32,,,0,17,,,Kiryat Shmona Municipal,5300,0.660377358,8.160518247,8.5754621,1989,25,625,Kiryat Shmona Municipal,Yud-Alef,177.815487,2014 - Regular Season - 14 - Ironi Kiryat Shmona,2014 - Regular Season - 14 - FC Ashdod,5,Saturday
573,20/12/2014,18:30,2014,Regular Season,14,Hapoel Petah Tikva,Petah Tikva,Hapoel Raanana,Raanana,Liran Wachsberger,5000,0,0,0,0,1,12,13,11,13,Hapoel Petah Tikva,12,11,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,14,,,0,14,,,HaMoshava,11500,0.434782609,8.517193191,9.350102314,2011,3,9,HaMoshava,Netanya,21.06862042,2014 - Regular Season - 14 - Hapoel Petah Tikva,2014 - Regular Season - 14 - Hapoel Raanana,5,Saturday
574,20/12/2014,18:45,2014,Regular Season,14,Ihud Bnei Sakhnin,Sakhnin,Maccabi Haifa,Haifa,Erez Papir,5000,1,1,0,0,1,10,14,5,18,Ihud Bnei Sakhnin,9,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,15,,,0,19,,,Doha,8500,0.588235294,8.517193191,9.047821442,2006,8,64,Doha,Sammy Ofer,33.65495909,2014 - Regular Season - 14 - Ihud Bnei Sakhnin,2014 - Regular Season - 14 - Maccabi Haifa,5,Saturday
575,20/12/2014,19:30,2014,Regular Season,14,Maccabi Netanya,Netanya,Hapoel Tel Aviv,Tel Aviv,Orel Grinfeld,5700,0,2,0,1,0,9,15,7,17,Maccabi Netanya,10,7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,1,15,,,0,20,,,Netanya,13800,0.413043478,8.648221454,9.532423871,2012,2,4,Netanya,Bloomfield,28.62028019,2014 - Regular Season - 14 - Maccabi Netanya,2014 - Regular Season - 14 - Hapoel Tel Aviv,5,Saturday
576,21/12/2014,20:15,2014,Regular Season,14,Maccabi Tel Aviv,Tel Aviv,Maccabi Petah Tikva,Petah Tikva,Liran Liany,8732,3,0,1,0,0,1,29,4,19,Maccabi Petah Tikva,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,32,,,0,19,,,Bloomfield,29400,0.297006803,9.074749718,10.28874995,1962,52,2704,Bloomfield,HaMoshava,11.40736421,2014 - Regular Season - 14 - Maccabi Tel Aviv,2014 - Regular Season - 14 - Maccabi Petah Tikva,6,Sunday
577,22/12/2014,20:55,2014,Regular Season,14,Beitar Jerusalem,Jerusalem,Hapoel Beer Sheva,Beer Sheva,Alon Yefet,13000,0,3,0,1,0,8,16,3,25,Beitar Jerusalem,8,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,16,,,0,28,,,Teddy,31733,0.409668169,9.472704636,10.36511243,1990,24,576,Teddy,Vasermil,67.22693736,2014 - Regular Season - 14 - Beitar Jerusalem,2014 - Regular Season - 14 - Hapoel Beer Sheva,0,Monday
578,27/12/2014,17:45,2014,Regular Season,15,Hapoel Beer Sheva,Beer Sheva,Hapoel Petah Tikva,Petah Tikva,Roi Reinshreiber,6000,2,1,1,0,0,3,28,12,14,Hapoel Petah Tikva,3,13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,31,,,0,14,,,Vasermil,13000,0.461538462,8.699514748,9.472704636,1959,55,3025,Vasermil,HaMoshava,94.62492556,2014 - Regular Season - 15 - Hapoel Beer Sheva,2014 - Regular Season - 15 - Hapoel Petah Tikva,5,Saturday
579,27/12/2014,18:00,2014,Regular Season,15,Hapoel Acre,Acre,Ihud Bnei Sakhnin,Sakhnin,Daniel Bar Natan,3300,1,3,0,1,0,14,12,9,15,Hapoel Acre,14,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,12,,,0,18,,,Acre Municipal,5500,0.6,8.101677747,8.612503371,2011,3,9,Acre Municipal,Doha,21.52250513,2014 - Regular Season - 15 - Hapoel Acre,2014 - Regular Season - 15 - Ihud Bnei Sakhnin,5,Saturday
580,27/12/2014,18:30,2014,Regular Season,15,Maccabi Petah Tikva,Petah Tikva,Maccabi Netanya,Netanya,Guy Berger,1000,0,1,0,1,0,6,19,10,15,Maccabi Netanya,6,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,19,,,1,18,,,HaMoshava,11500,0.086956522,6.907755279,9.350102314,2011,3,9,HaMoshava,Netanya,21.06862042,2014 - Regular Season - 15 - Maccabi Petah Tikva,2014 - Regular Season - 15 - Maccabi Netanya,5,Saturday
581,27/12/2014,18:30,2014,Regular Season,15,FC Ashdod,Ashdod,Hapoel Haifa,Haifa,Alon Yefet,2500,0,1,0,1,0,7,17,13,14,Hapoel Haifa,9,11,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,17,,,0,17,,,Yud-Alef,7800,0.320512821,7.824046011,8.961879013,1966,48,2304,Yud-Alef,Sammy Ofer,111.9142463,2014 - Regular Season - 15 - FC Ashdod,2014 - Regular Season - 15 - Hapoel Haifa,5,Saturday
582,27/12/2014,20:00,2014,Regular Season,15,Maccabi Haifa,Haifa,Beitar Jerusalem,Jerusalem,Ziv Adler,30000,1,3,0,1,0,5,19,8,16,Beitar Jerusalem,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,19,,,0,19,,,Sammy Ofer,30858,0.972195217,10.30895266,10.33715132,2014,0,0,Sammy Ofer,Teddy,116.4007001,2014 - Regular Season - 15 - Maccabi Haifa,2014 - Regular Season - 15 - Beitar Jerusalem,5,Saturday
583,28/12/2014,20:30,2014,Regular Season,15,Hapoel Raanana,Raanana,Maccabi Tel Aviv,Tel Aviv,Zvika Levi,5000,0,2,0,1,0,11,14,1,32,Hapoel Raanana,12,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,14,,,0,35,,,Netanya,13800,0.362318841,8.517193191,9.532423871,2012,2,4,Netanya,Bloomfield,28.62028019,2014 - Regular Season - 15 - Hapoel Raanana,2014 - Regular Season - 15 - Maccabi Tel Aviv,6,Sunday
584,29/12/2014,20:55,2014,Regular Season,15,Hapoel Tel Aviv,Tel Aviv,Ironi Kiryat Shmona,Kiryat Shmona,Liran Liany,5100,0,1,0,1,0,4,20,2,32,Hapoel Tel Aviv,10,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,20,,,0,35,,,Bloomfield,29400,0.173469388,8.536995819,10.28874995,1962,52,2704,Bloomfield,Kiryat Shmona Municipal,149.2857438,2014 - Regular Season - 15 - Hapoel Tel Aviv,2014 - Regular Season - 15 - Ironi Kiryat Shmona,0,Monday
585,03/01/2015,17:00,2014,Regular Season,16,Hapoel Raanana,Raanana,Maccabi Petah Tikva,Petah Tikva,Eli Hacmon,200,0,0,0,0,1,12,14,7,19,Hapoel Raanana,12,7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,15,,,0,20,,,Netanya,13800,0.014492754,5.298317367,9.532423871,2012,3,9,Netanya,HaMoshava,21.06862042,2014 - Regular Season - 16 - Hapoel Raanana,2014 - Regular Season - 16 - Maccabi Petah Tikva,5,Saturday
586,03/01/2015,17:00,2014,Regular Season,16,Hapoel Haifa,Haifa,Hapoel Tel Aviv,Tel Aviv,Menashe Masiah,4380,1,1,0,0,1,11,17,4,20,Hapoel Haifa,11,9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,18,,,0,21,,,Sammy Ofer,30858,0.141940502,8.384804003,10.33715132,2014,1,1,Sammy Ofer,Bloomfield,83.34157294,2014 - Regular Season - 16 - Hapoel Haifa,2014 - Regular Season - 16 - Hapoel Tel Aviv,5,Saturday
587,03/01/2015,18:30,2014,Regular Season,16,Ihud Bnei Sakhnin,Sakhnin,FC Ashdod,Ashdod,Orel Grinfeld,2000,2,3,0,1,0,8,18,10,17,FC Ashdod,8,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,18,,,0,20,,,Doha,8500,0.235294118,7.60090246,9.047821442,2006,9,81,Doha,Yud-Alef,132.6922934,2014 - Regular Season - 16 - Ihud Bnei Sakhnin,2014 - Regular Season - 16 - FC Ashdod,5,Saturday
588,03/01/2015,19:10,2014,Regular Season,16,Ironi Kiryat Shmona,Kiryat Shmona,Maccabi Netanya,Netanya,Ziv Adler,1200,3,1,1,0,0,2,35,9,18,Maccabi Netanya,1,10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,38,,,1,18,,,Kiryat Shmona Municipal,5300,0.226415094,7.090076836,8.5754621,1989,26,676,Kiryat Shmona Municipal,Netanya,121.2858395,2014 - Regular Season - 16 - Ironi Kiryat Shmona,2014 - Regular Season - 16 - Maccabi Netanya,5,Saturday
589,03/01/2015,19:30,2014,Regular Season,16,Beitar Jerusalem,Jerusalem,Hapoel Acre,Acre,Oren Siminyan,5000,4,0,1,0,0,6,19,14,12,Hapoel Acre,4,14,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,22,,,0,12,,,Teddy,31733,0.15756468,8.517193191,10.36511243,1990,25,625,Teddy,Acre Municipal,128.657527,2014 - Regular Season - 16 - Beitar Jerusalem,2014 - Regular Season - 16 - Hapoel Acre,5,Saturday
590,04/01/2015,20:15,2014,Regular Season,16,Hapoel Petah Tikva,Petah Tikva,Maccabi Haifa,Haifa,Liran Liany,4000,2,2,0,0,1,13,14,5,19,Hapoel Petah Tikva,13,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,15,,,0,20,,,HaMoshava,11500,0.347826087,8.29404964,9.350102314,2011,4,16,HaMoshava,Sammy Ofer,75.84154504,2014 - Regular Season - 16 - Hapoel Petah Tikva,2014 - Regular Season - 16 - Maccabi Haifa,6,Sunday
591,05/01/2015,20:55,2014,Regular Season,16,Maccabi Tel Aviv,Tel Aviv,Hapoel Beer Sheva,Beer Sheva,Erez Papir,13800,0,0,0,0,1,1,35,3,31,Hapoel Beer Sheva,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,36,,,0,32,,,Bloomfield,29400,0.469387755,9.532423871,10.28874995,1962,53,2809,Bloomfield,Vasermil,88.50381649,2014 - Regular Season - 16 - Maccabi Tel Aviv,2014 - Regular Season - 16 - Hapoel Beer Sheva,0,Monday
592,10/01/2015,15:00,2014,Regular Season,17,Hapoel Beer Sheva,Beer Sheva,Hapoel Raanana,Raanana,Gal Leibovitz,4000,0,1,0,1,0,3,32,12,15,Hapoel Raanana,3,11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,32,,,0,18,,,Vasermil,13000,0.307692308,8.29404964,9.472704636,1959,56,3136,Vasermil,Netanya,115.6341574,2014 - Regular Season - 17 - Hapoel Beer Sheva,2014 - Regular Season - 17 - Hapoel Raanana,5,Saturday
593,10/01/2015,17:15,2014,Regular Season,17,Hapoel Tel Aviv,Tel Aviv,Ihud Bnei Sakhnin,Sakhnin,Guy Berger,5243,1,1,0,0,1,5,21,9,18,Ihud Bnei Sakhnin,10,9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,22,,,0,19,,,Bloomfield,29400,0.178333333,8.564649133,10.28874995,1962,53,2809,Bloomfield,Doha,104.0887237,2014 - Regular Season - 17 - Hapoel Tel Aviv,2014 - Regular Season - 17 - Ihud Bnei Sakhnin,5,Saturday
594,10/01/2015,18:30,2014,Regular Season,17,Maccabi Petah Tikva,Petah Tikva,Ironi Kiryat Shmona,Kiryat Shmona,Liran Wachsberger,850,3,0,1,0,0,8,20,1,38,Maccabi Petah Tikva,5,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,23,,,0,38,,,HaMoshava,11500,0.073913043,6.745236349,9.350102314,2011,4,16,HaMoshava,Kiryat Shmona Municipal,139.3706367,2014 - Regular Season - 17 - Maccabi Petah Tikva,2014 - Regular Season - 17 - Ironi Kiryat Shmona,5,Saturday
595,10/01/2015,18:30,2014,Regular Season,17,Maccabi Netanya,Netanya,Hapoel Haifa,Haifa,Eli Hacmon,3000,0,2,0,1,0,10,18,11,18,Hapoel Haifa,12,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,18,,,0,21,,,Netanya,13800,0.217391304,8.006367568,9.532423871,2012,3,9,Netanya,Sammy Ofer,55.00741286,2014 - Regular Season - 17 - Maccabi Netanya,2014 - Regular Season - 17 - Hapoel Haifa,5,Saturday
596,10/01/2015,18:30,2014,Regular Season,17,Hapoel Acre,Acre,Hapoel Petah Tikva,Petah Tikva,Alon Yefet,1000,1,1,0,0,1,14,12,13,15,Hapoel Acre,14,13,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,13,,,0,16,,,Acre Municipal,5500,0.181818182,6.907755279,8.612503371,2011,4,16,Acre Municipal,HaMoshava,91.47381378,2014 - Regular Season - 17 - Hapoel Acre,2014 - Regular Season - 17 - Hapoel Petah Tikva,5,Saturday
597,10/01/2015,19:45,2014,Regular Season,17,FC Ashdod,Ashdod,Beitar Jerusalem,Jerusalem,Menashe Masiah,3500,3,3,0,0,1,7,20,4,22,FC Ashdod,6,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,21,,,0,23,,,Yud-Alef,7800,0.448717949,8.160518247,8.961879013,1966,49,2401,Yud-Alef,Teddy,51.78822461,2014 - Regular Season - 17 - FC Ashdod,2014 - Regular Season - 17 - Beitar Jerusalem,5,Saturday
598,11/01/2015,20:55,2014,Regular Season,17,Maccabi Haifa,Haifa,Maccabi Tel Aviv,Tel Aviv,Daniel Bar Natan,28988,0,1,0,1,0,6,20,2,36,Maccabi Haifa,8,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,20,,,0,39,,,Sammy Ofer,30858,0.939399831,10.27463723,10.33715132,2014,1,1,Sammy Ofer,Bloomfield,83.34157294,2014 - Regular Season - 17 - Maccabi Haifa,2014 - Regular Season - 17 - Maccabi Tel Aviv,6,Sunday
599,17/01/2015,18:00,2014,Regular Season,18,Hapoel Haifa,Haifa,Ironi Kiryat Shmona,Kiryat Shmona,Roi Reinshreiber,3000,1,2,0,1,0,8,21,2,38,Hapoel Haifa,9,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,21,,,0,41,,,Sammy Ofer,30858,0.097219522,8.006367568,10.33715132,2014,1,1,Sammy Ofer,Kiryat Shmona Municipal,74.01608129,2014 - Regular Season - 18 - Hapoel Haifa,2014 - Regular Season - 18 - Ironi Kiryat Shmona,5,Saturday
600,17/01/2015,18:30,2014,Regular Season,18,Hapoel Petah Tikva,Petah Tikva,FC Ashdod,Ashdod,Zvika Levi,1500,1,2,0,1,0,13,16,7,21,Hapoel Petah Tikva,13,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,16,,,0,24,,,HaMoshava,11500,0.130434783,7.313220387,9.350102314,2011,4,16,HaMoshava,Yud-Alef,38.5117967,2014 - Regular Season - 18 - Hapoel Petah Tikva,2014 - Regular Season - 18 - FC Ashdod,5,Saturday
601,17/01/2015,19:15,2014,Regular Season,18,Hapoel Beer Sheva,Beer Sheva,Maccabi Petah Tikva,Petah Tikva,Menashe Masiah,0,1,0,1,0,0,3,32,5,23,Maccabi Petah Tikva,3,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,35,,,0,23,,,Vasermil,13000,0,0,9.472704636,1959,56,3136,Vasermil,HaMoshava,94.62492556,2014 - Regular Season - 18 - Hapoel Beer Sheva,2014 - Regular Season - 18 - Maccabi Petah Tikva,5,Saturday
602,17/01/2015,20:00,2014,Regular Season,18,Maccabi Tel Aviv,Tel Aviv,Hapoel Acre,Acre,Eli Hacmon,11500,3,0,1,0,0,1,39,14,13,Hapoel Acre,2,14,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,42,,,0,13,,,Bloomfield,29400,0.391156463,9.350102314,10.28874995,1962,53,2809,Bloomfield,Acre Municipal,99.72142354,2014 - Regular Season - 18 - Maccabi Tel Aviv,2014 - Regular Season - 18 - Hapoel Acre,5,Saturday
603,18/01/2015,20:15,2014,Regular Season,18,Hapoel Raanana,Raanana,Maccabi Haifa,Haifa,Oren Siminyan,2000,1,0,1,0,0,11,18,9,20,Hapoel Raanana,7,10,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,21,,,0,20,,,Netanya,13800,0.144927536,7.60090246,9.532423871,2012,3,9,Netanya,Sammy Ofer,55.00741286,2014 - Regular Season - 18 - Hapoel Raanana,2014 - Regular Season - 18 - Maccabi Haifa,6,Sunday
604,19/01/2015,19:30,2014,Regular Season,18,Ihud Bnei Sakhnin,Sakhnin,Maccabi Netanya,Netanya,Liran Wachsberger,2000,0,2,0,1,0,10,19,12,18,Maccabi Netanya,12,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,19,,,1,21,,,Doha,8500,0.235294118,7.60090246,9.047821442,2006,9,81,Doha,Netanya,76.03997589,2014 - Regular Season - 18 - Ihud Bnei Sakhnin,2014 - Regular Season - 18 - Maccabi Netanya,0,Monday
605,19/01/2015,20:55,2014,Regular Season,18,Beitar Jerusalem,Jerusalem,Hapoel Tel Aviv,Tel Aviv,Eitan Shmuelevic,23000,1,1,0,0,1,4,23,6,22,Hapoel Tel Aviv,4,11,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,24,,,0,23,,,Teddy,31733,0.724797529,10.04324949,10.36511243,1990,25,625,Teddy,Bloomfield,52.53896814,2014 - Regular Season - 18 - Beitar Jerusalem,2014 - Regular Season - 18 - Hapoel Tel Aviv,0,Monday
606,24/01/2015,17:00,2014,Regular Season,19,Hapoel Tel Aviv,Tel Aviv,Hapoel Petah Tikva,Petah Tikva,Ziv Adler,7465,0,0,0,0,1,6,23,13,16,Hapoel Petah Tikva,11,13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,24,,,0,17,,,Bloomfield,29400,0.253911565,8.91798071,10.28874995,1962,53,2809,Bloomfield,HaMoshava,11.40736421,2014 - Regular Season - 19 - Hapoel Tel Aviv,2014 - Regular Season - 19 - Hapoel Petah Tikva,5,Saturday
607,24/01/2015,17:30,2014,Regular Season,19,FC Ashdod,Ashdod,Maccabi Tel Aviv,Tel Aviv,Liran Wachsberger,2400,0,1,0,1,0,5,24,1,42,FC Ashdod,6,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,24,,,0,45,,,Yud-Alef,7800,0.307692308,7.783224016,8.961879013,1966,49,2401,Yud-Alef,Bloomfield,28.81191668,2014 - Regular Season - 19 - FC Ashdod,2014 - Regular Season - 19 - Maccabi Tel Aviv,5,Saturday
608,24/01/2015,18:00,2014,Regular Season,19,Hapoel Acre,Acre,Hapoel Raanana,Raanana,Erez Papir,1000,0,2,0,1,0,14,13,8,21,Hapoel Acre,14,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,13,,,0,24,,,Acre Municipal,5500,0.181818182,6.907755279,8.612503371,2011,4,16,Acre Municipal,Netanya,71.12792449,2014 - Regular Season - 19 - Hapoel Acre,2014 - Regular Season - 19 - Hapoel Raanana,5,Saturday
609,24/01/2015,18:30,2014,Regular Season,19,Maccabi Petah Tikva,Petah Tikva,Hapoel Haifa,Haifa,Eitan Shmuelevic,1600,0,0,0,0,1,7,23,10,21,Hapoel Haifa,7,10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,24,,,0,22,,,HaMoshava,11500,0.139130435,7.377758908,9.350102314,2011,4,16,HaMoshava,Sammy Ofer,75.84154504,2014 - Regular Season - 19 - Maccabi Petah Tikva,2014 - Regular Season - 19 - Hapoel Haifa,5,Saturday
610,24/01/2015,20:00,2014,Regular Season,19,Maccabi Haifa,Haifa,Hapoel Beer Sheva,Beer Sheva,Orel Grinfeld,27000,1,0,1,0,0,11,20,3,35,Maccabi Haifa,9,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,23,,,0,35,,,Sammy Ofer,30858,0.874975695,10.20359214,10.33715132,2014,1,1,Sammy Ofer,Vasermil,170.4257614,2014 - Regular Season - 19 - Maccabi Haifa,2014 - Regular Season - 19 - Hapoel Beer Sheva,5,Saturday
611,25/01/2015,20:55,2014,Regular Season,19,Ironi Kiryat Shmona,Kiryat Shmona,Ihud Bnei Sakhnin,Sakhnin,Alon Yefet,1000,1,1,0,0,1,2,41,12,19,Ihud Bnei Sakhnin,2,12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,42,,,0,20,,,Kiryat Shmona Municipal,5300,0.188679245,6.907755279,8.5754621,1989,26,676,Kiryat Shmona Municipal,Doha,45.24673361,2014 - Regular Season - 19 - Ironi Kiryat Shmona,2014 - Regular Season - 19 - Ihud Bnei Sakhnin,6,Sunday
612,26/01/2015,20:15,2014,Regular Season,19,Maccabi Netanya,Netanya,Beitar Jerusalem,Jerusalem,Guy Berger,9700,2,0,1,0,0,9,21,4,24,Maccabi Netanya,8,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,1,24,,,0,24,,,Netanya,13800,0.702898551,9.179881164,9.532423871,2012,3,9,Netanya,Teddy,67.68303794,2014 - Regular Season - 19 - Maccabi Netanya,2014 - Regular Season - 19 - Beitar Jerusalem,0,Monday
613,31/01/2015,17:00,2014,Regular Season,20,Maccabi Haifa,Haifa,Maccabi Petah Tikva,Petah Tikva,Alon Yefet,15000,0,1,0,1,0,10,23,8,24,Maccabi Haifa,9,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,23,,,0,27,,,Sammy Ofer,30858,0.486097608,9.61580548,10.33715132,2014,1,1,Sammy Ofer,HaMoshava,75.84154504,2014 - Regular Season - 20 - Maccabi Haifa,2014 - Regular Season - 20 - Maccabi Petah Tikva,5,Saturday
614,31/01/2015,18:00,2014,Regular Season,20,Ihud Bnei Sakhnin,Sakhnin,Hapoel Haifa,Haifa,Liran Liany,1500,2,0,1,0,0,12,20,11,22,Ihud Bnei Sakhnin,10,11,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,23,,,0,22,,,Doha,8500,0.176470588,7.313220387,9.047821442,2006,9,81,Doha,Sammy Ofer,33.65495909,2014 - Regular Season - 20 - Ihud Bnei Sakhnin,2014 - Regular Season - 20 - Hapoel Haifa,5,Saturday
615,31/01/2015,18:30,2014,Regular Season,20,Hapoel Petah Tikva,Petah Tikva,Maccabi Netanya,Netanya,Menashe Masiah,4200,1,1,0,0,1,13,17,9,24,Hapoel Petah Tikva,13,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,18,,,1,25,,,HaMoshava,11500,0.365217391,8.342839804,9.350102314,2011,4,16,HaMoshava,Netanya,21.06862042,2014 - Regular Season - 20 - Hapoel Petah Tikva,2014 - Regular Season - 20 - Maccabi Netanya,5,Saturday
616,31/01/2015,19:20,2014,Regular Season,20,Hapoel Beer Sheva,Beer Sheva,Hapoel Acre,Acre,Ziv Adler,5050,3,0,1,0,0,3,35,14,13,Hapoel Acre,3,14,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,38,,,0,13,,,Vasermil,13000,0.388461538,8.527143522,9.472704636,1959,56,3136,Vasermil,Acre Municipal,185.5904938,2014 - Regular Season - 20 - Hapoel Beer Sheva,2014 - Regular Season - 20 - Hapoel Acre,5,Saturday
